point_id,section_id,sequence_in_section,category,extra_categories,name_catalogue,name_topos,modern_location,recension,lon_ptolemy,lat_ptolemy,match_score,topos_id,revision_notes
3.06.02.10,3.06.02,10,coast,,Charax,Charax,Aj-Todor,Omega,62.0,46.8333333333333,100.0,3.6.2.8,
3.06.02.11,3.06.02,11,coast,,Lagyra,Lagyra,,Omega,62.5,47.0,100.0,3.6.2.9,
3.06.03.01,3.06.03,1,coast,,Kap Korax,Korax promontory,,Omega,63.0,47.0,100.0,3.6.2.10,
3.06.03.02,3.06.03,2,river_mouth,,Istrianos-Mündung,Istrianos river mouth,,Omega,63.5,47.1666666666667,87.8,3.6.2.11,
3.06.03.03,3.06.03,3,coast,,Theodosia*,Theodosia,Feodosija,Omega,63.3333333333333,47.3333333333333,100.0,3.6.2.12,
3.06.03.04,3.06.03,4,coast,,Nymphaion,Nymphaion,Gerojevka,Omega,63.75,47.5,100.0,3.6.2.13,
3.06.04.02,3.06.04,2,coast,,Tyriktake,"On the Cimmerian Bosphorus, Tyriktake",Arschinzevo,Omega,63.5,47.6666666666667,100.0,3.6.3.1,
3.06.04.03,3.06.04,3,coast,,Pantikapaia*,Pantikapaia,Kertsch,Omega,64.0,47.9166666666667,100.0,3.6.3.2,
3.06.04.04,3.06.04,4,coast,,Kap Myrmekion,Myrmekion promontory,,Omega,64.0,48.5,100.0,3.6.3.3,
3.06.04.06,3.06.04,6,coast,,Parthenion,"On the Maiotic Lake, Parthenion",Sinjagino,Omega,63.5,48.5,90.8,3.6.4.1,
3.06.04.07,3.06.04,7,coast,,Zenons Chersonesos,Chersonesos of Zeno,,Omega,63.0,48.75,100.0,3.6.4.2,
3.06.04.08,3.06.04,8,coast,,Herakleion,Herakleion,,Omega,62.0,48.5,100.0,3.6.4.3,
3.06.05.02,3.06.05,2,city,,Taphros,Inland cities of the Tauric Chersoneseare the following: Taphros,,Omega,60.6666666666667,48.25,100.0,3.6.5.1,
3.06.05.03,3.06.05,3,city,,Tarona,Tarona,,Omega,62.3333333333333,48.25,100.0,3.6.5.2,
3.06.05.04,3.06.05,4,city,,Postigia (Postigira),Postigia,,Omega,63.0,48.25,100.0,3.6.5.3,
3.06.05.05,3.06.05,5,city,,Parosta,Parosta,,Omega,61.5,48.1666666666667,100.0,3.6.5.4,
3.06.05.06,3.06.05,6,city,,Kimmerion,Kimmerion,,Omega,62.0,48.0,100.0,3.6.5.5,
3.06.05.07,3.06.05,7,city,,Portakra (Postakra),Portakra,,Omega,61.8333333333333,47.6666666666667,100.0,3.6.5.6,
3.06.05.08,3.06.05,8,city,,Boion,Boion,,Omega,62.8333333333333,47.75,100.0,3.6.5.7,
3.06.06.01,3.06.06,1,city,,Iluraton,Ilouraton,Ivanovka,Omega,63.3333333333333,47.9166666666667,91.2,3.6.5.8,
3.06.06.02,3.06.06,2,city,,Satarche,Satarche,,Omega,61.25,47.6666666666667,87.8,3.6.5.9,
3.06.06.03,3.06.06,3,city,,Badation,Badation,,Omega,61.5,47.5,100.0,3.6.5.10,
3.06.06.04,3.06.06,4,city,,Kytaion,Kytaion,,Omega,62.25,47.5,100.0,3.6.5.11,
3.06.06.05,3.06.06,5,city,,Tazos,Tazos,,Omega,62.6666666666667,47.5,100.0,3.6.5.12,
3.06.06.06,3.06.06,6,city,,Argoda,Argoda,,Omega,61.75,47.25,100.0,3.6.5.13,
3.06.06.07,3.06.06,7,city,,Tabana,Tabana,,Omega,62.3333333333333,47.25,100.0,3.6.5.14,
3.07.01.08,3.07.01,8,river,,Danubios (Einmündung des Tibiskos),"south of the Sarmatic mountain until Mt. Karpatos; on the west and south by the referenced part of Germania from the Sarmatic mountain to the bend of the Danubeat Karpis, and by the part of the Danube until the fork of the Tibiskos river, which bears north; position of the fork",Donau (Einmündung des Temesch),Omega,46.0,44.25,100.0,3.7.1.1,
3.07.01.10,3.07.01,10,mountain,,Karpaten,southern limit of the Sarmatian mountains to the beginning of Mt. Karpatos,Karpaten,Omega,46.0,48.5,100.0,3.5.1.7,
3.07.02.02,3.07.02,2,city,,Uskenon (Veskenon),There are the following cities among the Migratory Iazuges: Ouskenon,,Omega,43.25,48.3333333333333,100.0,3.7.2.1,
3.07.02.03,3.07.02,3,city,,Bormanon*,Bormanon,,Omega,43.6666666666667,48.25,100.0,3.7.2.2,
3.07.02.04,3.07.02,4,city,,Abieta,Abieta,,Omega,43.6666666666667,48.0,100.0,3.7.2.3,
3.07.02.05,3.07.02,5,city,,Trisson,Trisson,,Omega,44.1666666666667,47.75,100.0,3.7.2.4,
3.07.02.06,3.07.02,6,city,,Parka,Parka,,Omega,43.5,47.6666666666667,100.0,3.7.2.5,
3.07.02.07,3.07.02,7,city,,Kandanon,Kandanon,,Omega,44.0,47.3333333333333,100.0,3.7.2.6,
3.07.02.08,3.07.02,8,city,,Pession,Pession,,Omega,44.6666666666667,47.0,100.0,3.7.2.7,
3.07.02.09,3.07.02,9,city,,Partiskon,Partiskon,,Omega,45.0,46.6666666666667,100.0,3.7.2.8,
3.08.01.04,3.08.01,4,river,,Tyras (Biegung),bend,Dnjestr,Omega,53.0,48.5,100.0,3.5.6.3,
3.08.02.02,3.08.02,2,river,,Danubios (1. Biegung nach Süden),"fork of the Tibiskos river as far as Axioupolis, from which point as far as Pontos and the river mouth the Danube is called Istros. The position of this part is the following: After the fork of the Tibiskos river the first bend to the south",Donau,Omega,47.3333333333333,44.75,100.0,3.8.1.2,
3.08.02.03,3.08.02,3,river,,Danubios (Einmündung des Rhabon),"The fork of the Rhabon river, which flows to Dacia",Donau (Einmündung des Jiu),Omega,49.0,43.5,100.0,3.8.1.3,
3.08.02.05,3.08.02,5,river,,Kiabros (Einmündung in den Danubios),The fork of the Kiabros,Cibrica (Einmündung in die Donau),Omega,49.5,43.75,100.0,3.8.1.4,
3.08.03.01,3.08.03,1,river,,Alutas (Einmündung in den Danubios),"At the fork of the Aloutas river, which divides Dacia, flowing to the north",Alt (Einmündung in die Donau),Omega,50.25,44.0,100.0,3.8.1.5,
3.08.03.03,3.08.03,3,river,,Danubios (Biegung bei Oescus),The bend at Oiskos,Donau,Omega,51.0,44.0,100.0,3.8.1.6,
3.08.03.04,3.08.03,4,river,,Danubios (Biegung bei Axiopolis),The bend at Axioupolis,Donau,Omega,54.3333333333333,45.75,100.0,3.8.1.7,
3.08.04.04,3.08.04,4,river,,Ister (Biegung bei Dinogeteia),"which point, as we have said, the Danube is also called Istros as far as the mouth. On the east by the Istros river until the bend at Dinogeteia city",Donau,Omega,53.0,46.6666666666667,100.0,3.8.2.1,
3.08.04.06,3.08.04,6,river,,Tyras (Biegung),bend,Dnjestr,Omega,53.0,48.5,100.0,3.5.6.3,
3.08.06.02,3.08.06,2,city,,Rhukkonion,The most notable cities in Dacia are the following: Rhoukkonion,,Omega,46.5,48.1666666666667,100.0,3.8.4.1,
3.08.06.03,3.08.06,3,city,,Dokirava,Dokidaua,,Omega,47.3333333333333,48.0,100.0,3.8.4.2,
3.08.06.04,3.08.06,4,city,,Porolisson,Porolisson,Moigrad-Jac,Omega,49.0,48.0,100.0,3.8.4.3,
3.08.06.05,3.08.06,5,city,,Arkobarada,Arkobadara,,Xi,50.6666666666667,48.0,100.0,3.8.4.4,
3.08.06.06,3.08.06,6,city,,Triphulon,Triphoulon,,Omega,52.25,48.25,100.0,3.8.4.5,
3.08.06.07,3.08.06,7,city,,Patridava,Patridaua,,Omega,53.0,48.1666666666667,100.0,3.8.4.6,
3.08.06.08,3.08.06,8,city,,Karsidava,Karsidaua,,Omega,53.3333333333333,48.25,100.0,3.8.4.7,
3.08.07.01,3.08.07,1,city,,Petrodava,Petrodaua,,Omega,53.75,47.6666666666667,100.0,3.8.4.8,
3.08.07.02,3.08.07,2,city,,Ulpianon,Oulpianon,,Omega,47.5,47.5,100.0,3.8.4.9,
3.08.07.03,3.08.07,3,city,,Napuka,Napouka,Klausenburg,Omega,49.0,47.6666666666667,100.0,3.8.4.10,
3.08.07.04,3.08.07,4,city,,Patruissa,Patrouissa,,Omega,49.0,47.3333333333333,100.0,3.8.4.11,
3.08.07.05,3.08.07,5,city,,Salinai*,Salinai,,Omega,49.25,47.1666666666667,100.0,3.8.4.12,
3.08.07.06,3.08.07,6,city,,Praetoria Augusta,Praetoria Augousta,,Omega,50.5,47.0,100.0,3.8.4.13,
3.08.07.07,3.08.07,7,city,,Sandava (Sangidava),Sangidaua,,Omega,51.5,47.5,100.0,3.8.4.14,
3.08.07.08,3.08.07,8,city,,Angustia,Angoustia,Bretcu,Omega,52.25,47.25,100.0,3.8.4.15,
3.08.07.09,3.08.07,9,city,,Utidava,Outidaua,,Omega,53.1666666666667,47.6666666666667,100.0,3.8.4.16,
3.08.07.10,3.08.07,10,city,,Markodava,Markodaua,,Omega,49.5,47.0,100.0,3.8.4.17,
3.08.08.01,3.08.08,1,city,,Ziridava,Germizera,,Omega,49.5,46.3333333333333,67.8,3.8.4.21,
3.08.08.02,3.08.08,2,city,,Singidava,Singidaua,,Omega,48.0,46.3333333333333,100.0,3.8.4.19,
3.08.08.03,3.08.08,3,city,,Apulon,Apoulon,Karlsburg,Omega,49.25,46.6666666666667,100.0,3.8.4.20,
3.08.08.04,3.08.08,4,city,,Zermizirga,Germizera,,Omega,49.5,46.0,79.0,3.8.4.21,
3.08.08.05,3.08.08,5,city,,Komidava,Komidaua,Risnov,Omega,51.5,46.6666666666667,100.0,3.8.4.22,
3.08.08.06,3.08.08,6,city,,Rhamidava,Rhamidaua,,Omega,51.8333333333333,46.5,100.0,3.8.4.23,
3.08.08.07,3.08.08,7,city,,Pirum,,,Omega,51.25,46.0,35.2,3.8.4.22,
3.08.08.08,3.08.08,8,city,,Zusidava,Zousidaua,,Omega,52.6666666666667,46.25,100.0,3.8.4.25,
3.08.08.09,3.08.08,9,city,,Paloda (Polonda),Polonda,,Omega,53.0,47.0,100.0,3.8.4.26,
3.08.09.01,3.08.09,1,city,,Zurobara,Zourobara,,Omega,45.6666666666667,45.6666666666667,100.0,3.8.4.27,
3.08.09.02,3.08.09,2,city,,Lizisis (Aizisis),Aizisis,Firliug,Omega,46.25,45.3333333333333,100.0,3.8.4.28,
3.08.09.03,3.08.09,3,city,,Argidava,Phrateria,Varadia,Omega,49.5,45.25,48.7,3.8.4.40,
3.08.09.04,3.08.09,4,city,,Tiriskon,Tiriskon,,Omega,48.5,45.25,100.0,3.8.4.30,
3.08.09.05,3.08.09,5,city,,Sarmizegetusa Regia*,Zarmizegethousa royal seat,Hunedoara,Omega,47.8333333333333,45.25,100.0,3.8.4.31,
3.08.09.06,3.08.09,6,city,,Hydata,,,Omega,49.5,45.6666666666667,39.6,3.8.4.21,
3.08.09.07,3.08.09,7,city,,Netindava,3°00' Netindaua,,Omega,52.75,45.5,100.0,3.8.4.33,
3.08.09.08,3.08.09,8,city,,Tiason,Tiason,,Omega,52.0,45.5,100.0,3.8.4.34,
3.08.10.01,3.08.10,1,city,,Zeugma,Zeugma,,Omega,47.6666666666667,44.6666666666667,63.3,3.8.4.35,
3.08.10.02,3.08.10,2,city,,Tibiskon,Tibiskon,Jupa,Omega,46.6666666666667,44.8333333333333,100.0,3.8.4.36,
3.08.10.03,3.08.10,3,city,,Dierna,Dierna,Orsova,Omega,47.25,44.5,100.0,3.8.4.37,
3.08.10.04,3.08.10,4,city,,Akmonia (Ekmonia),Akmonia,,Omega,48.0,45.0,100.0,3.8.4.38,
3.08.10.05,3.08.10,5,city,,Druphegis (Drubetis),Droubetis,,Omega,47.75,44.5,100.0,3.8.4.39,
3.08.10.06,3.08.10,6,city,,Frateria (Fraterna),Phrateria,,Omega,49.5,44.5,100.0,3.8.4.40,
3.08.10.07,3.08.10,7,city,,Arkina,Arkinna,,Omega,49.0,44.75,100.0,3.8.4.41,
3.08.10.08,3.08.10,8,city,,Pinon,Pinon,,Omega,50.5,44.6666666666667,100.0,3.8.4.42,
3.08.10.09,3.08.10,9,city,,Amutrion,Amoutrion,,Omega,50.0,44.75,100.0,3.8.4.43,
3.08.10.10,3.08.10,10,city,,Sornon (Surnon),Sornon,,Omega,51.5,45.0,100.0,3.8.4.44,
3.09.01.04,3.09.01,4,city,,Scardum,Mt. Skardos at,Sar planina,Omega,47.0,41.6666666666667,100.0,3.12.15.2,
3.09.01.06,3.09.01,6,mountain,,Orbelos-Gebirge,fork of the Savos: river to Mt. Skardon; on the south by part of Macedonia on the line on Mt. Orbelos up to the limit point,Belasica,Omega,49.0,42.3333333333333,100.0,3.9.1.1,
3.09.01.08,3.09.01,8,river,,Cebrus-Quelle,referenced limit point to the Kiabros river at the limit point,Cibrica-Quelle,Omega,50.0,43.0,100.0,3.9.1.2,
3.09.01.10,3.09.01,10,river,,Danuvius (Zusammenfluss mit Cebrus),The fork of the Kiabros,Donau,Omega,49.5,43.75,100.0,3.8.1.4,
3.09.03.02,3.09.03,2,city,,Singidunum,The cities toward the Danube are: Singidounon,Belgrad,Omega,45.5,44.5,100.0,3.9.3.1,
3.09.03.03,3.09.03,3,city,,Legio IV Flavia Felix,4th Legion Flavia Trikornion,,Xi,45.5,44.25,55.1,3.9.3.2,
3.09.03.04,3.09.03,4,city,,Tricornium,4th Legion Flavia Trikornion,Ritopek,Omega,46.0,44.5,74.3,3.9.3.2,
3.09.03.07,3.09.03,7,city,,Viminacium,Zeugma,Kostolac,Omega,46.5,44.3333333333333,47.9,3.8.4.35,
3.09.04.01,3.09.04,1,city,,Taliatis,3°00' Taliatis,Veliki Gradac,Omega,47.0,44.0,100.0,3.9.3.4,
3.09.04.02,3.09.04,2,city,,Egeta,Egeta,Brza Palanka,Omega,47.25,43.6666666666667,100.0,3.9.3.5,
3.09.04.03,3.09.04,3,city,,Dorticum,Dortikon,Vrâv,Omega,48.0,43.5,100.0,3.9.3.6,
3.09.04.04,3.09.04,4,city,,Raitiaria*,"Rhaitiaria of the Moesians, colonia",Arcar,Omega,49.0,43.3333333333333,100.0,3.9.3.7,
3.09.05.02,3.09.05,2,city,,Horrea Margi,There are other cities on the far side of the Danube river: Horrea,Cuprija,Omega,46.75,43.5,100.0,3.9.4.1,
3.09.05.03,3.09.05,3,city,,Timacum Minus,Timakon,Ravna,Omega,47.5,43.0,100.0,3.9.4.2,
3.09.05.04,3.09.05,4,city,,Vindenae,Oulpianon,Glavnik,Omega,48.0,42.5,46.4,3.9.4.7,
3.09.05.05,3.09.05,5,city,,Velanis,Ouellanis,,Omega,49.0,42.75,100.0,3.9.4.4,
3.09.06.02,3.09.06,2,city,,Arribantium,Arribantion,,Omega,47.5,42.0,100.0,3.9.4.6,
3.09.06.03,3.09.06,3,city,,Naissus,of Dardania four cities: Naissos,Nis,Omega,47.3333333333333,42.5,100.0,3.9.4.5,
3.09.06.04,3.09.06,4,city,,Ulpianum,Oulpianon,Gracanica,Omega,48.5,42.6666666666667,100.0,3.9.4.7,
3.09.06.05,3.09.06,5,city,,Scupi* (Scupi),Skoupoi,Skopje,Omega,48.5,42.5,100.0,3.9.4.8,
3.10.01.05,3.10.01,5,city,boundary,Endpunkt beim Pontus,Kiabros beyond Mt. Haimos until the limit point on the Pontos,Endpunkt beim Schwarzen Meer,Omega,55.0,44.6666666666667,100.0,3.10.1.1,
3.10.02.01,3.10.02,1,river,,Ister (Biegung bei Dinogetia),"which point, as we have said, the Danube is also called Istros as far as the mouth. On the east by the Istros river until the bend at Dinogeteia city",Donau,Omega,53.0,46.6666666666667,100.0,3.8.2.1,
3.10.02.02,3.10.02,2,river,,Ister (1. Teilung bei Noviodunum),The order of the mouths is as follows: The first division of the mouths at Noviodounon city,Donau,Omega,54.8333333333333,46.5,100.0,3.10.2.1,
3.10.02.03,3.10.02,3,island,,Insel Peuce,There the southernmost part includes the island called Peuke,,Omega,55.3333333333333,46.5,100.0,3.10.2.2,
3.10.02.05,3.10.02,5,river_mouth,,Heilige Mündung,It flows out into Pontos by the mouth called Hieron (Sacred) or Peuke,,Omega,56.0,46.25,100.0,3.10.2.3,
3.10.03.01,3.10.03,1,river,,Ister (Teilung des nördlichsten Armes),The northernmost divides again,Donau,Omega,55.0,46.75,100.0,3.10.2.4,
3.10.03.02,3.10.03,2,river,,Ister (Teilung des nördlicheren Armes aus dieser Aufteilung),the northernmost of this division divides again,Donau,Omega,55.5,47.0,100.0,3.10.2.5,
3.10.04.02,3.10.04,2,lake,,Nördlichere Thiagola (See) (Nördlichere Thiagos (See)),the more southerly of this division stops a little before the outflow into Pontos; the more northerly makes a lake called Thiagola,,Omega,55.6666666666667,47.25,100.0,3.10.2.6,
3.10.04.03,3.10.04,3,river_mouth,,Psilon bzw. Thiagola (Mündung) (Thiagos (Mündung)),It flows out into Pontos by the mouth called Thiagola or Psilon,,Omega,56.25,47.0,100.0,3.10.2.7,"build_coastlines assumes catalogue order (ref_id order) is walking order - true for an ordinary coastal survey, but not for a river delta, which Ptolemy describes as a *branching tree*, not a line: ""the first division of the mouths at Noviodunum...the southernmost part...flows out by the Sacred mouth...the northernmost divides again...divides again...flows out by Thiagola or Psilon...The more southerly of the second division also splits...flows out by Boreios...also divides...flows out by Narakion...also divides...flows out by Pseudostomon...the more southerly flows out by Kalon"" (topostext, book 3 map 10 - the Danube delta). Reading that nested south/north branching in order (the catalogue's own division points confirm every split: ""Ister (1. Teilung bei Noviodunum)"", ""...Teilung des nördlichsten Armes"", two more bare ""Ister (Teilung)"" citations - see _RIVER_COURSE_RE's ""teilung"" addition) gives a real geographic south-to-north walk along the coast, confirmed by every one of the six mouths' own latitude increasing monotonically in this order - catalogue/ref_id order does not (it interleaves them with the division points in a different sequence entirely). Found by the user comparing the rendered result against old maps that draw this delta as a single point fanning into several branches, and asking for the branches to be worked through step by step rather than left to ref_id order. `sort_key` below checks this override before falling back to natural (book, tabula, section, item) order; unlisted ref_ids are unaffected, and the six overrides are placed as extra tuple elements immediately after the first mouth's own natural key so they sort between it and the next unrelated point without disturbing anything else in book.map ""3.10"". [Psilon bzw. Thiagola (Mündung)]"
3.10.05.01,3.10.05,1,river,,Ister (Teilung des südlicheren Armes aus 2. Aufteilung),The more southerly of the second division also splits,Donau,Omega,55.3333333333333,46.75,100.0,3.10.2.8,
3.10.05.03,3.10.05,3,river_mouth,,Nördliche Mündung,the more northerly part of this division flows out by the mouth called Pseudostomon,,Omega,56.3333333333333,46.8333333333333,74.4,3.10.2.13,"build_coastlines assumes catalogue order (ref_id order) is walking order - true for an ordinary coastal survey, but not for a river delta, which Ptolemy describes as a *branching tree*, not a line: ""the first division of the mouths at Noviodunum...the southernmost part...flows out by the Sacred mouth...the northernmost divides again...divides again...flows out by Thiagola or Psilon...The more southerly of the second division also splits...flows out by Boreios...also divides...flows out by Narakion...also divides...flows out by Pseudostomon...the more southerly flows out by Kalon"" (topostext, book 3 map 10 - the Danube delta). Reading that nested south/north branching in order (the catalogue's own division points confirm every split: ""Ister (1. Teilung bei Noviodunum)"", ""...Teilung des nördlichsten Armes"", two more bare ""Ister (Teilung)"" citations - see _RIVER_COURSE_RE's ""teilung"" addition) gives a real geographic south-to-north walk along the coast, confirmed by every one of the six mouths' own latitude increasing monotonically in this order - catalogue/ref_id order does not (it interleaves them with the division points in a different sequence entirely). Found by the user comparing the rendered result against old maps that draw this delta as a single point fanning into several branches, and asking for the branches to be worked through step by step rather than left to ref_id order. `sort_key` below checks this override before falling back to natural (book, tabula, section, item) order; unlisted ref_ids are unaffected, and the six overrides are placed as extra tuple elements immediately after the first mouth's own natural key so they sort between it and the next unrelated point without disturbing anything else in book.map ""3.10"". [Nördliche Mündung (Boreios)]"
3.10.05.04,3.10.05,4,river,,Ister (Teilung),The more southerly also divides,Donau,Omega,55.6666666666667,46.5,100.0,3.10.2.10,
3.10.05.05,3.10.05,5,river_mouth,,Narakion-Mündung,The more southerly flows out by the mouth called Kalon,,Omega,56.5,46.3333333333333,62.2,3.10.2.14,"build_coastlines assumes catalogue order (ref_id order) is walking order - true for an ordinary coastal survey, but not for a river delta, which Ptolemy describes as a *branching tree*, not a line: ""the first division of the mouths at Noviodunum...the southernmost part...flows out by the Sacred mouth...the northernmost divides again...divides again...flows out by Thiagola or Psilon...The more southerly of the second division also splits...flows out by Boreios...also divides...flows out by Narakion...also divides...flows out by Pseudostomon...the more southerly flows out by Kalon"" (topostext, book 3 map 10 - the Danube delta). Reading that nested south/north branching in order (the catalogue's own division points confirm every split: ""Ister (1. Teilung bei Noviodunum)"", ""...Teilung des nördlichsten Armes"", two more bare ""Ister (Teilung)"" citations - see _RIVER_COURSE_RE's ""teilung"" addition) gives a real geographic south-to-north walk along the coast, confirmed by every one of the six mouths' own latitude increasing monotonically in this order - catalogue/ref_id order does not (it interleaves them with the division points in a different sequence entirely). Found by the user comparing the rendered result against old maps that draw this delta as a single point fanning into several branches, and asking for the branches to be worked through step by step rather than left to ref_id order. `sort_key` below checks this override before falling back to natural (book, tabula, section, item) order; unlisted ref_ids are unaffected, and the six overrides are placed as extra tuple elements immediately after the first mouth's own natural key so they sort between it and the next unrelated point without disturbing anything else in book.map ""3.10"". [Narakion-Mündung]"
3.10.06.01,3.10.06,1,river,,Ister (Teilung),The more northerly also divides,Donau,Omega,56.0,46.6666666666667,100.0,3.10.2.12,
3.10.06.02,3.10.06,2,river_mouth,,Pseudostomon (Mündung) (Pseudostomion (Mündung)),the more northerly part of this division flows out by the mouth called Pseudostomon,,Omega,56.25,46.6666666666667,100.0,3.10.2.13,"build_coastlines assumes catalogue order (ref_id order) is walking order - true for an ordinary coastal survey, but not for a river delta, which Ptolemy describes as a *branching tree*, not a line: ""the first division of the mouths at Noviodunum...the southernmost part...flows out by the Sacred mouth...the northernmost divides again...divides again...flows out by Thiagola or Psilon...The more southerly of the second division also splits...flows out by Boreios...also divides...flows out by Narakion...also divides...flows out by Pseudostomon...the more southerly flows out by Kalon"" (topostext, book 3 map 10 - the Danube delta). Reading that nested south/north branching in order (the catalogue's own division points confirm every split: ""Ister (1. Teilung bei Noviodunum)"", ""...Teilung des nördlichsten Armes"", two more bare ""Ister (Teilung)"" citations - see _RIVER_COURSE_RE's ""teilung"" addition) gives a real geographic south-to-north walk along the coast, confirmed by every one of the six mouths' own latitude increasing monotonically in this order - catalogue/ref_id order does not (it interleaves them with the division points in a different sequence entirely). Found by the user comparing the rendered result against old maps that draw this delta as a single point fanning into several branches, and asking for the branches to be worked through step by step rather than left to ref_id order. `sort_key` below checks this override before falling back to natural (book, tabula, section, item) order; unlisted ref_ids are unaffected, and the six overrides are placed as extra tuple elements immediately after the first mouth's own natural key so they sort between it and the next unrelated point without disturbing anything else in book.map ""3.10"". [Pseudostomon (Mündung)]"
3.10.06.03,3.10.06,3,river_mouth,,Schöne Mündung,The more southerly flows out by the mouth called Kalon,,Omega,56.25,46.5,100.0,3.10.2.14,"build_coastlines assumes catalogue order (ref_id order) is walking order - true for an ordinary coastal survey, but not for a river delta, which Ptolemy describes as a *branching tree*, not a line: ""the first division of the mouths at Noviodunum...the southernmost part...flows out by the Sacred mouth...the northernmost divides again...divides again...flows out by Thiagola or Psilon...The more southerly of the second division also splits...flows out by Boreios...also divides...flows out by Narakion...also divides...flows out by Pseudostomon...the more southerly flows out by Kalon"" (topostext, book 3 map 10 - the Danube delta). Reading that nested south/north branching in order (the catalogue's own division points confirm every split: ""Ister (1. Teilung bei Noviodunum)"", ""...Teilung des nördlichsten Armes"", two more bare ""Ister (Teilung)"" citations - see _RIVER_COURSE_RE's ""teilung"" addition) gives a real geographic south-to-north walk along the coast, confirmed by every one of the six mouths' own latitude increasing monotonically in this order - catalogue/ref_id order does not (it interleaves them with the division points in a different sequence entirely). Found by the user comparing the rendered result against old maps that draw this delta as a single point fanning into several branches, and asking for the branches to be worked through step by step rather than left to ref_id order. `sort_key` below checks this override before falling back to natural (book, tabula, section, item) order; unlisted ref_ids are unaffected, and the six overrides are placed as extra tuple elements immediately after the first mouth's own natural key so they sort between it and the next unrelated point without disturbing anything else in book.map ""3.10"". [Schöne Mündung (Kalon)]"
3.10.07.03,3.10.07,3,city,boundary,Endpunkt bei Thrakien,Kiabros beyond Mt. Haimos until the limit point on the Pontos,,Omega,55.0,44.6666666666667,100.0,3.10.1.1,
3.10.08.03,3.10.08,3,coast,,Kap Pteron (Kap Pteroton),It flows out into Pontos by the mouth called Hieron (Sacred) or Peuke,,Omega,56.3333333333333,46.0,57.0,3.10.2.3,
3.10.08.04,3.10.08,4,coast,,Histria,,Carnasuf,Omega,55.6666666666667,46.0,37.6,3.10.6.2,
3.10.08.05,3.10.08,5,coast,,Tomi,Tomoi,Konstanza,Omega,55.0,45.8333333333333,100.0,3.10.3.4,
3.10.08.06,3.10.08,6,coast,,Callatis,Kallatis,Mangalia,Omega,54.6666666666667,45.5,100.0,3.10.3.5,
3.10.08.07,3.10.08,7,coast,,Dionysopolis,Dionysopolis,Balcik,Omega,54.3333333333333,45.25,100.0,3.10.3.6,
3.10.08.08,3.10.08,8,coast,,Kap Tiristis,Tiristis promontory,Kaliakra,Omega,55.0,45.1666666666667,100.0,3.10.3.7,
3.10.08.09,3.10.08,9,coast,,Odessus*,Odessos,Varna,Omega,54.8333333333333,45.0,100.0,3.10.3.8,
3.10.08.10,3.10.08,10,river_mouth,,Panysus-Mündung,Panysos river mouth,Kamcija-Mündung,Omega,54.5,44.75,84.6,3.10.3.9,
3.10.08.11,3.10.08,11,coast,,Mesembria,Kiabros beyond Mt. Haimos until the limit point on the Pontos,Nesebur,Omega,55.0,44.6666666666667,100.0,3.10.1.1,
3.10.10.02,3.10.10,2,city,,Regianum,The following cities are along the Danube river: Rhegianon,Kozloduj,Omega,50.0,43.6666666666667,100.0,3.10.5.1,
3.10.10.03,3.10.10,3,city,,Oescus*,The bend at Oiskos,Gigen,Omega,51.0,44.0,100.0,3.8.1.6,
3.10.10.05,3.10.10,5,city,,Diacum,Diakon,,Omega,51.3333333333333,44.3333333333333,100.0,3.10.5.3,
3.10.10.06,3.10.10,6,city,,Novae bzw. Legio I Italica,Novai,Svistov,Omega,52.0,44.6666666666667,100.0,3.10.5.4,
3.10.10.07,3.10.10,7,city,,Trimammium,Trimammion,bei Ruse,Omega,52.3333333333333,44.8333333333333,100.0,3.10.5.5,
3.10.10.08,3.10.10,8,city,,Sexanta Prista,Priste city,Ruse,Omega,52.6666666666667,45.1666666666667,100.0,3.10.5.6,
3.10.10.09,3.10.10,9,city,,Durostorum bzw. Legio XI,"Durostorum, legion",Silistra,Omega,53.25,45.25,100.0,3.10.5.7,
3.10.11.01,3.10.11,1,city,,Tromarisca,First Legion Italica Tramariska,,Omega,53.5,45.5,100.0,3.10.5.8,
3.10.11.02,3.10.11,2,city,,Sucidava,Sucidava,,Omega,54.0,45.6666666666667,100.0,3.10.5.9,
3.10.11.03,3.10.11,3,city,,Axiopolis,The bend at Axioupolis,Hinog,Omega,54.3333333333333,45.75,100.0,3.8.1.7,
3.10.11.04,3.10.11,4,city,,Carsium,Karsoum,Hîrsova,Omega,54.5,45.8333333333333,74.9,3.10.5.11,
3.10.11.05,3.10.11,5,city,,Troesmis (Legio V Macedonica),Troismis,Iglita,Omega,54.5,46.3333333333333,76.0,3.10.5.12,
3.10.11.06,3.10.11,6,city,,Dinogetia,5th Legion Macedonica Dinogeteia,Garvan,Omega,53.1666666666667,46.6666666666667,100.0,3.10.5.13,
3.10.11.07,3.10.11,7,city,,Noviodunum,Nouiodounon,Isaccea,Omega,54.6666666666667,46.5,100.0,3.10.5.14,
3.10.11.08,3.10.11,8,city,,Nucraunum,Karsoum,,Omega,54.5,46.0,53.5,3.10.5.11,
3.10.11.09,3.10.11,9,city,,Sitioeuta (Sitioeita),Sitioenta,,Omega,55.0,46.5,100.0,3.10.5.15,
