point_id,section_id,sequence_in_section,category,extra_categories,name_catalogue,name_topos,modern_location,recension,lon_ptolemy,lat_ptolemy,match_score,topos_id,revision_notes
2.02.02.01,2.02.02,1,coast,,Nordspitze,"Setting of Hivernia British island A description of the north coast, beyond which is located the Hyperborean ocean: Boreum promontory",,Omega,11.0,61.0,100.0,2.2.1.1,
2.02.02.02,2.02.02,2,coast,,Kap Vennicnium,Vennicnium promontory,,Omega,12.8333333333333,61.3333333333333,100.0,2.2.1.2,
2.02.02.03,2.02.02,3,river_mouth,,Vidua-Mündung (Udia-Mündung),mouth of the Vidua river,,Omega,13.0,61.0,100.0,2.2.1.3,
2.02.02.04,2.02.02,4,river_mouth,,Argita-Mündung,mouth of the Argita river,,Omega,14.5,61.5,100.0,2.2.1.4,
2.02.02.05,2.02.02,5,coast,,Kap Robogdium,Rhobogdium promontory,Fair Head,Omega,16.3333333333333,61.5,100.0,2.2.1.5,
2.02.04.02,2.02.04,2,coast,,Nordspitze,"Setting of Hivernia British island A description of the north coast, beyond which is located the Hyperborean ocean: Boreum promontory",,Omega,11.0,61.0,100.0,2.2.1.1,
2.02.04.03,2.02.04,3,river_mouth,,Ravius-Mündung,mouth of the Ravius river,,Omega,11.3333333333333,60.6666666666667,100.0,2.2.3.2,
2.02.04.04,2.02.04,4,coast,,Nagnata (Magnata),Magnata city,,Omega,11.25,60.25,100.0,2.2.3.3,
2.02.04.05,2.02.04,5,river_mouth,,Libnius-Mündung,mouth of the Libnius river,,Omega,10.5,60.0,100.0,2.2.3.4,
2.02.04.06,2.02.04,6,river_mouth,,Ausoba-Mündung,mouth of the Ausoba river,,Omega,10.5,59.5,100.0,2.2.3.5,
2.02.04.07,2.02.04,7,river_mouth,,Senus-Mündung,mouth of the Senus river,Shannon-Mündung,Omega,9.5,59.5,100.0,2.2.3.6,
2.02.04.08,2.02.04,8,river_mouth,,Dur-Mündung,mouth of the Duris river,,Omega,9.66666666666667,58.6666666666667,100.0,2.2.3.7,
2.02.04.09,2.02.04,9,river_mouth,,Iernus-Mündung,mouth of the Iernus river,,Omega,8.0,58.0,100.0,2.2.3.8,
2.02.04.10,2.02.04,10,coast,,Südspitze,Southern promontory,,Omega,7.66666666666667,57.75,100.0,2.2.3.9,
2.02.06.02,2.02.06,2,coast,,Südspitze,Southern promontory,,Omega,7.66666666666667,57.75,100.0,2.2.3.9,
2.02.06.03,2.02.06,3,river_mouth,,Dabrona-Mündung,mouth of the Dabrona river,Lee-Mündung,Omega,11.25,57.0,100.0,2.2.5.2,
2.02.06.04,2.02.06,4,river_mouth,,Birgus-Mündung,mouth of the Birgus river,Barrow-Mündung,Omega,12.5,57.5,100.0,2.2.5.3,
2.02.06.05,2.02.06,5,coast,,Heiliges Kap,Sacred promontory,Carnsore Point,Omega,14.0,57.5,65.3,2.2.5.4,
2.02.08.02,2.02.08,2,coast,,Heiliges Kap,Sacred promontory,Carnsore Point,Omega,14.0,57.5,65.3,2.2.5.4,
2.02.08.03,2.02.08,3,river_mouth,,Modonus-Mündung (Modnunnus-Mündung),mouth of the Modonnus river,,Omega,13.6666666666667,58.6666666666667,100.0,2.2.7.2,
2.02.08.04,2.02.08,4,coast,,Manapia,Manapia town,,Omega,13.5,58.6666666666667,100.0,2.2.7.3,
2.02.08.05,2.02.08,5,river_mouth,,Oboca-Mündung,mouth of the Oboca river,,Omega,13.1666666666667,59.0,100.0,2.2.7.4,
2.02.08.06,2.02.08,6,coast,,Eblana,Eblana city,Dublin,Omega,14.0,59.5,100.0,2.2.7.5,
2.02.08.07,2.02.08,7,river_mouth,,Buvinda-Mündung,mouth of the Bubindas river,Boyne-Mündung,Omega,14.6666666666667,59.6666666666667,100.0,2.2.7.6,
2.02.08.08,2.02.08,8,coast,,Kap Isamnium (Isamnium),Isamnium promontory,,Omega,15.0,60.0,100.0,2.2.7.7,
2.02.08.09,2.02.08,9,river_mouth,,Vinderis-Mündung,mouth of the Vinderis river,,Omega,15.0,60.25,100.0,2.2.7.8,
2.02.08.10,2.02.08,10,river_mouth,,Logia-Mündung,mouth of the Logia river,Belfast Lough,Omega,15.3333333333333,60.6666666666667,100.0,2.2.7.9,
2.02.10.01,2.02.10,1,city,,Regia 1,The following are the inland towns: Regia,,Omega,13.0,60.3333333333333,100.0,2.2.9.1,
2.02.10.02,2.02.10,2,city,,Raeba* (Reba*),Rhaeba,,Omega,12.0,59.75,100.0,2.2.9.2,
2.02.10.03,2.02.10,3,city,,Laberus,Laberus,,Omega,13.0,59.25,100.0,2.2.9.3,
2.02.10.04,2.02.10,4,city,,Macolicum,Macolicum,,Omega,11.5,58.6666666666667,100.0,2.2.9.4,
2.02.10.05,2.02.10,5,city,,Regia 2,another Regia,,Omega,11.0,59.5,68.3,2.2.9.5,
2.02.10.06,2.02.10,6,city,,Dunum,Dunum,,Omega,12.5,58.75,100.0,2.2.9.6,
2.02.10.07,2.02.10,7,city,,Hibernis* (Iernis*),Hibernis,,Omega,11.0,58.1666666666667,100.0,2.2.9.7,
2.02.11.03,2.02.11,3,island,,Ebuda 1,"Above Hibernia are the Ebuda islands five in number, the largest of which toward the west is called Ebuda",,Omega,15.0,62.0,100.0,2.2.10.1,
2.02.11.04,2.02.11,4,island,,Ebuda 2,to this toward the east likewise is Ebuda island,,Omega,15.6666666666667,62.0,100.0,2.2.10.2,
2.02.11.05,2.02.11,5,island,,Ricina,Rhicina,,Omega,17.0,62.0,100.0,2.2.10.3,
2.02.11.06,2.02.11,6,island,,Maleus (Malaeus),Malaeus,,Omega,17.5,62.1666666666667,87.8,2.2.10.4,
2.02.11.07,2.02.11,7,island,,Epidium,Epidium,,Omega,18.5,62.0,100.0,2.2.10.5,
2.02.12.02,2.02.12,2,island,,Monaoeda (Monarina),Toward the east of Hibernia are these islands: Monaoeda island,Man,Omega,17.6666666666667,61.5,100.0,2.2.10.6,
2.02.12.03,2.02.12,3,island,,Mona,Mona island,Anglesey,Omega,15.0,57.6666666666667,100.0,2.2.10.7,
2.02.12.04,2.02.12,4,island,,Edrus (Adrus),Adru which is barren,,Omega,15.0,59.5,100.0,2.2.10.8,
2.02.12.05,2.02.12,5,island,,Limnus,Limnu which is barren,,Omega,15.0,59.0,100.0,2.2.10.9,
2.03.01.03,2.03.01,3,coast,,Halbinsel der Novanten und Kap,"The position of Albion island of Britannia. A description of the northern coast, above which is the Duecaledonius ocean. Novantarum peninsula, and promontory of the same name",,Omega,21.0,61.6666666666667,100.0,2.3.1.1,
2.03.01.04,2.03.01,4,coast,,Golf von Rerigonium,Rerigonius bay,Loch Ryan,Omega,20.5,60.8333333333333,100.0,2.3.1.2,
2.03.01.05,2.03.01,5,coast,,Golf von Vindogara,Vindogara bay,Irvine Bay,Omega,21.3333333333333,60.5,100.0,2.3.1.3,
2.03.01.06,2.03.01,6,coast,,Clota-Ästuar,Clota estuary,Firth of Clyde,Omega,22.25,59.6666666666667,87.8,2.3.1.4,
2.03.01.07,2.03.01,7,coast,,Lemannonischer Golf,Lemannonius bay,Loch Fyne,Omega,24.0,60.0,100.0,2.3.1.5,
2.03.01.08,2.03.01,8,coast,,Kap Epidium,Epidium promontory,Mull of Kintyre,Omega,23.0,60.6666666666667,100.0,2.3.1.6,
2.03.01.09,2.03.01,9,river_mouth,,Longus-Mündung,mouth of the Longus river,,Omega,24.0,60.6666666666667,81.7,2.3.1.7,
2.03.01.10,2.03.01,10,river_mouth,,Itys-Mündung,mouth of the Itis river,,Omega,27.0,60.6666666666667,100.0,2.3.1.8,
2.03.01.11,2.03.01,11,coast,,Golf von Volsas (Golf von Volas),Volas bay,,Omega,29.0,60.5,100.0,2.3.1.9,
2.03.01.12,2.03.01,12,river_mouth,,Nabarus-Mündung,mouth of the Navarus river,Naver-Mündung,Omega,30.0,60.5,100.0,2.3.1.10,
2.03.01.13,2.03.01,13,coast,,Kap Orcas bzw. Tarvedum,Tarvedum or Orcas promontory,Dunnet Head,Omega,31.3333333333333,60.25,100.0,2.3.1.11,
2.03.02.03,2.03.02,3,coast,,Halbinsel der Novanten,"The position of Albion island of Britannia. A description of the northern coast, above which is the Duecaledonius ocean. Novantarum peninsula, and promontory of the same name",,Omega,21.0,61.6666666666667,100.0,2.3.1.1,
2.03.02.04,2.03.02,4,river_mouth,,Abravannus-Mündung,mouth of the Abravannus river,,Omega,19.3333333333333,61.0,100.0,2.3.2.2,
2.03.02.05,2.03.02,5,coast,,Iena-Ästuar,Iena estuary,,Omega,19.0,60.5,100.0,2.3.2.3,
2.03.02.06,2.03.02,6,river_mouth,,Deva-Mündung,mouth of the Devas river,Dee-Mündung,Omega,18.0,60.0,100.0,2.3.2.4,
2.03.02.07,2.03.02,7,river_mouth,,Novius-Mündung,mouth of the Novius river,Nith-Mündung,Omega,18.3333333333333,59.5,100.0,2.3.2.5,
2.03.02.08,2.03.02,8,coast,,Ituna-Ästuar,Ituna estuary,Solway Firth,Omega,18.5,58.75,100.0,2.3.2.6,
2.03.02.09,2.03.02,9,coast,,Moricambe-Ästuar,Moricambe estuary,Morecambe Bay,Omega,17.5,58.3333333333333,100.0,2.3.2.7,
2.03.02.10,2.03.02,10,harbor,,Hafen der Setantier,Setantiorum harbor b,,Omega,17.3333333333333,57.75,100.0,2.3.2.8,
2.03.02.11,2.03.02,11,coast,,Belisama-Ästuar,Belisama estuary,Ribble,Omega,17.5,57.3333333333333,100.0,2.3.2.9,
2.03.02.12,2.03.02,12,coast,,Seteia-Ästuar,Seteia estuary,Mersey,Omega,17.0,57.0,100.0,2.3.2.10,
2.03.02.13,2.03.02,13,river_mouth,,Toesobis-Mündung,c mouth of the Toesobis river,,Omega,15.6666666666667,56.3333333333333,100.0,2.3.2.12,
2.03.03.01,2.03.03,1,coast,,Kap der Ganganer (Kap der Ianganer),Caeanganorum promontory,Braich-y-Pwll,Omega,15.0,56.0,54.3,2.3.2.11,
2.03.03.02,2.03.03,2,river_mouth,,Stuccia-Mündung,mouth of the Stuccia river,Ystwyth-Mündung,Omega,15.3333333333333,55.5,100.0,2.3.2.13,
2.03.03.03,2.03.03,3,river_mouth,,Tuerobis-Mündung,mouth of the Tuerobis river,,Omega,15.0,55.0,100.0,2.3.2.14,
2.03.03.04,2.03.03,4,coast,,Kap Octapitarum,Octapitarum promontory,St. David's Head,Omega,14.3333333333333,54.5,100.0,2.3.2.15,
2.03.03.05,2.03.03,5,river_mouth,,Tobius-Mündung,mouth of the Tobius river,Tywi-Mündung,Omega,15.5,54.5,100.0,2.3.2.16,
2.03.03.06,2.03.03,6,river_mouth,,Ratostathybius-Mündung (Ratostabius-Mündung),mouth of the Ratostabius river,Taff-Mündung,Omega,16.5,54.5,100.0,2.3.2.17,
2.03.03.07,2.03.03,7,coast,,Sabrina-Ästuar,Sabrina estuary,Severn,Omega,17.3333333333333,54.5,100.0,2.3.2.18,
2.03.03.08,2.03.03,8,coast,,Uxella-Ästuar,Uxella estuary,Bridgewater Bay,Omega,16.0,53.5,100.0,2.3.2.19,
2.03.03.09,2.03.03,9,coast,,Kap des Herakles,Herculis promontory,Hartland Point,Omega,14.0,53.0,82.4,2.3.2.20,
2.03.03.10,2.03.03,10,coast,,Kap Antivestaeum bzw. Bolerium,Antivestaeum or Bolerium promontory,Land's End,Omega,11.0,52.5,70.4,2.3.2.21,
2.03.03.11,2.03.03,11,coast,,Kap Damnonium bzw. Ocrium,Damnonium or Ocrium promontory,Lizard Point,Omega,12.0,51.5,100.0,2.3.2.22,
2.03.04.03,2.03.04,3,river_mouth,,Cenion-Mündung (Cennion-Mündung),Ocrium promontory is the mouth of the Cenio river,,Omega,14.0,51.75,100.0,2.3.3.1,
2.03.04.04,2.03.04,4,river_mouth,,Tamarus-Mündung,mouth of the Tamarus river,Tamar-Mündung,Omega,15.6666666666667,52.1666666666667,100.0,2.3.3.2,
2.03.04.05,2.03.04,5,river_mouth,,Isca-Mündung,mouth of the Iscas river,Exe-Mündung,Omega,17.0,52.3333333333333,73.1,2.3.3.3,
2.03.04.06,2.03.04,6,river_mouth,,Alaunus-Mündung,mouth of the Alaunus river,,Omega,17.6666666666667,52.6666666666667,100.0,2.3.3.4,
2.03.04.07,2.03.04,7,harbor,,Grosser Hafen,Magnus Portus,Spithead,Omega,19.0,53.0,100.0,2.3.3.5,
2.03.04.08,2.03.04,8,river_mouth,,Trisanton-Mündung,mouth of the Trisantonis river,Arun,Omega,20.3333333333333,53.0,100.0,2.3.3.6,
2.03.04.09,2.03.04,9,harbor,,Neuer Hafen,New harbor,Newhaven,Omega,21.0,53.5,100.0,2.3.3.7,
2.03.04.10,2.03.04,10,coast,,Kap Cantium,Cantium promontory,South Foreland,Omega,22.0,54.0,100.0,2.3.3.8,
2.03.05.03,2.03.05,3,coast,,Kap Virvedrum,"Tarvedum promontory, or Orcades, by which it is known, Virvedrum promontory",Duncansby Head,Omega,31.0,60.0,100.0,2.3.4.1,
2.03.05.04,2.03.05,4,coast,,Kap Verubium,Verubium promontory,Noss Head,Omega,30.5,59.6666666666667,100.0,2.3.4.2,
2.03.05.05,2.03.05,5,river_mouth,,Ila-Mündung,mouth of the Ila river,,Omega,30.0,59.6666666666667,100.0,2.3.4.3,
2.03.05.06,2.03.05,6,coast,,Hohe Klippe,a high shore,Tarbat Ness,Omega,29.0,59.6666666666667,100.0,2.3.4.4,
2.03.05.07,2.03.05,7,river_mouth,,Loxa-Mündung,mouth of the Loxa river,,Omega,28.5,59.6666666666667,63.3,2.3.4.6,
2.03.05.08,2.03.05,8,coast,,Varar-Ästuar,Tuesis estuary,,Omega,27.5,59.0,59.2,2.3.4.7,
2.03.05.09,2.03.05,9,coast,,Tuesis-Ästuar,Tuesis estuary,Spey Bay,Omega,27.0,59.0,100.0,2.3.4.7,
2.03.05.10,2.03.05,10,river_mouth,,Celnius-Mündung (Caelis-Mündung),mouth of the Caelis river,Deveron-Mündung,Omega,27.0,58.75,100.0,2.3.4.8,
2.03.05.11,2.03.05,11,coast,,Kap der Täzaler,Taezalon promontory,Kinnairds Head,Omega,27.5,58.5,100.0,2.3.4.9,
2.03.05.12,2.03.05,12,river_mouth,,Deva-Mündung,mouth of the Deva river,Dee-Mündung,Omega,26.0,58.5,100.0,2.3.4.10,
2.03.05.13,2.03.05,13,coast,,Tava-Ästuar,Tamia,Firth of Tay,Omega,25.0,58.5,54.4,2.3.8.2,
2.03.05.14,2.03.05,14,river_mouth,,Tina-Mündung,mouth of the Tina river,,Omega,24.0,58.5,100.0,2.3.4.11,
2.03.05.15,2.03.05,15,coast,,Boderia-Ästuar,Boderia estuary,Firth of Forth,Omega,22.5,58.75,90.8,2.3.4.12,
2.03.06.01,2.03.06,1,river_mouth,,Alaunus-Mündung,mouth of the Alaunus river,Aln-Mündung,Omega,21.6666666666667,58.5,87.8,2.3.4.13,
2.03.06.02,2.03.06,2,river_mouth,,Vedra-Mündung,mouth of the Vedra river,Wear-Mündung,Omega,20.1666666666667,58.5,100.0,2.3.4.14,
2.03.06.03,2.03.06,3,coast,,Golf von Dunum,Dunum bay,Tees Bay,Omega,20.25,57.5,100.0,2.3.4.15,
2.03.06.04,2.03.06,4,coast,,Hafenreicher Golf der Gabrantoviken,Gabrantuicorum bay with many harbors,Bridlington Bay,Omega,21.0,57.0,100.0,2.3.4.16,
2.03.06.05,2.03.06,5,coast,,Kap des Ocelus,Ocelus promontory,Spurn Head,Omega,21.25,56.6666666666667,100.0,2.3.4.17,
2.03.06.06,2.03.06,6,river_mouth,,Abus-Mündung,mouth of the Abi river,Humber,Omega,21.0,56.5,100.0,2.3.4.18,
2.03.06.07,2.03.06,7,coast,,Metaris-Ästuar,Metaris estuary,The Wash,Omega,20.5,55.6666666666667,100.0,2.3.4.19,
2.03.06.08,2.03.06,8,river_mouth,,Gariennus-Mündung,mouth of the Gariennus river,Yare-Mündung,Omega,21.0,55.3333333333333,81.7,2.3.4.20,
2.03.06.09,2.03.06,9,coast,,Landspitze,A promontory,,Omega,21.25,55.0833333333333,100.0,2.3.4.21,
2.03.06.10,2.03.06,10,river_mouth,,Sidumanis-Mündung,mouth of the Sidumanis river,,Omega,20.1666666666667,55.0,100.0,2.3.4.22,
2.03.06.11,2.03.06,11,coast,,Tamesa-Ästuar,Tamesa estuary,Themse-Ästuar,Omega,20.5,54.5,100.0,2.3.4.23,
2.03.07.03,2.03.07,3,city,,Lucopibia,"The Novantae dwell on the side toward the north below the peninsula of this name, among whom are the following towns: Locopibia",,Omega,19.0,60.3333333333333,100.0,2.3.5.1,
2.03.07.04,2.03.07,4,city,,Rerigonium,Rerigonium,,Omega,20.1666666666667,60.6666666666667,100.0,2.3.5.2,
2.03.08.02,2.03.08,2,city,,Carbantorigum,"Below are the Selgovae, among whom are the following towns: Carbantorigum",,Omega,19.0,59.3333333333333,93.9,2.3.6.1,
2.03.08.03,2.03.08,3,city,,Uxellum (Uzellum),Uxellum,,Omega,18.5,59.3333333333333,100.0,2.3.6.2,
2.03.08.04,2.03.08,4,city,,Corda,Corda,,Omega,20.0,59.6666666666667,100.0,2.3.6.3,
2.03.08.05,2.03.08,5,city,,Trimontium,Trimontium,Newstead,Omega,19.0,59.0,100.0,2.3.6.4,
2.03.09.02,2.03.09,2,city,,Colania (Colanica),"these toward the east, but more northerly, are the Damnoni, among whom are the following towns: Colanica",Camelon,Omega,20.5,59.1666666666667,90.8,2.3.7.1,
2.03.09.03,2.03.09,3,city,,Vindogara,Vindogara,,Omega,21.6666666666667,60.0,87.8,2.3.7.2,
2.03.09.04,2.03.09,4,city,,Coria,Coria,,Omega,21.5,59.3333333333333,100.0,2.3.7.3,
2.03.09.05,2.03.09,5,city,,Alauna,Alauna,,Omega,22.75,59.3333333333333,81.7,2.3.7.4,
2.03.09.06,2.03.09,6,city,,Lindum,Corda,,Omega,20.0,59.5,57.1,2.3.6.3,
2.03.09.07,2.03.09,7,city,,Victoria,Victoria,,Omega,23.5,59.0,100.0,2.3.7.6,
2.03.10.03,2.03.10,3,city,,Curia (Coria),More toward the east are the Taezali and the town Devana,,Omega,26.0,59.0,100.0,2.3.9.2,
2.03.10.04,2.03.10,4,city,,Alauna,"these toward the east, but more northerly, are the Damnoni, among whom are the following towns: Colanica",,Xi,20.3333333333333,58.6666666666667,47.1,2.3.7.1,
2.03.10.05,2.03.10,5,city,,Bremenium,Bremenium,High Rochester,Omega,21.0,58.75,100.0,2.3.7.9,
2.03.13.03,2.03.13,3,city,,Banatia (Bannatia),"Lemannonis bay as far as the Varar estuary are the Caledoni, and above these is the Caledonian forest, from which toward the east are the Decantae, and next to these the Lugi extending to the Cornavi boundary, and above the Lugi are the Smertae; below Caledonia are the Vacomagi, among whom are the following towns: Bannatia",,Omega,24.0,59.5,100.0,2.3.8.1,
2.03.13.04,2.03.13,4,city,,Tamia,Tamia,,Omega,25.0,59.3333333333333,100.0,2.3.8.2,
2.03.13.05,2.03.13,5,city,,Pinnata Castra*,Pinnata camp,,Omega,27.25,59.3333333333333,100.0,2.3.8.3,
2.03.13.06,2.03.13,6,city,,Tuesis,Tuesis,,Omega,26.75,59.1666666666667,100.0,2.3.8.4,
2.03.14.02,2.03.14,2,city,,Orrea,"Below these toward the west are the Venicones, whose town is Orrea",,Omega,24.0,58.75,100.0,2.3.9.1,
2.03.15.02,2.03.15,2,city,,Devana,More toward the east are the Taezali and the town Devana,,Omega,26.25,59.75,63.3,2.3.9.2,
2.03.16.04,2.03.16,4,city,,Epiacum,"Below the Selgovae and Otalini are the Brigantes extending to both seas, among whom are the following towns: Epiacum",Whitley Castle,Omega,18.5,58.5,100.0,2.3.10.1,
2.03.16.05,2.03.16,5,city,,Vinovia,Vinovium,Binchester,Omega,17.5,58.0,81.8,2.3.10.2,
2.03.16.06,2.03.16,6,city,,Cataractonium*,Caturactonium,Catterick,Omega,20.0,58.0,100.0,2.3.10.3,
2.03.16.07,2.03.16,7,city,,Calatum (Calagum),Calatum,,Omega,19.0,57.75,100.0,2.3.10.4,
2.03.16.08,2.03.16,8,city,,Isurium,Isurium,Aldborough,Omega,20.0,57.6666666666667,100.0,2.3.10.5,
2.03.16.09,2.03.16,9,city,,Rigodunum,Rigodunum,,Omega,18.0,57.5,100.0,2.3.10.6,
2.03.16.10,2.03.16,10,city,,Olicana,Olicana,Elslack,Omega,19.0,57.5,100.0,2.3.10.7,
2.03.17.01,2.03.17,1,city,,"Eboracum, Legio VI Victrix","Eboracum, Legio VI Victrix",York,Omega,20.0,57.3333333333333,100.0,2.3.10.8,
2.03.17.02,2.03.17,2,city,,Camulodunum,Camulodunum,,Omega,18.25,57.0,63.3,2.3.10.9,
2.03.17.05,2.03.17,5,city,,Petuaria,Near which on the Opportunum bay are the Parisi and the town Petuaria,Brough-on-Humber,Omega,20.6666666666667,56.6666666666667,100.0,2.3.10.10,
2.03.18.03,2.03.18,3,city,,Mediolanum,"Below these are the Brigantes but some distance toward the west are the Ordovices, among whom are the towns: Mediolanum",Whitchurch,Omega,16.75,56.6666666666667,100.0,2.3.11.1,
2.03.18.04,2.03.18,4,city,,Brannogenium,Brannogenium,Leintwardine,Omega,16.75,56.25,100.0,2.3.11.2,
2.03.19.02,2.03.19,2,city,,Deva und Legio XX Valeria Victrix,"these toward the east are the Cornavi, among whom are the towns: Deva, Legio XX Victrix",Chester,Omega,18.5,55.0,45.0,2.3.11.3,
2.03.19.03,2.03.19,3,city,,Viroconium,Viroconium,Wroxeter,Omega,16.75,55.75,100.0,2.3.11.4,
2.03.20.02,2.03.20,2,city,,Lindum,"to these are the Coritani, among whom are the towns: Lindum",Lincoln,Omega,18.6666666666667,55.75,72.5,2.3.11.5,
2.03.20.03,2.03.20,3,city,,Ratae,Ratae,Leicester,Omega,18.0,55.5,100.0,2.3.11.6,
2.03.21.02,2.03.21,2,city,,Salinae,,,Omega,26.0,55.6666666666667,25.7,2.11.13.2,
2.03.21.03,2.03.21,3,city,,Verulamium,Urolanium,Saint Albans,Omega,19.3333333333333,55.5,100.0,2.3.11.8,
2.03.21.05,2.03.21,5,city,,Venta,"to these are the Iceni, whose town is called Venta",Caistor-by-Norwich,Omega,20.5,55.3333333333333,100.0,2.3.11.9,
2.03.22.03,2.03.22,3,city,,Camulodunum,Farther eastward and near the estuary of the Tamesa are the Trinovantes and the town Camulodunum,Colchester,Omega,21.0,55.0,100.0,2.3.11.10,
2.03.23.02,2.03.23,2,city,,Luentinum,"Below the peoples we have mentioned, but more toward the west are the Demetae, whose towns are: Luentinum",Pumsaint,Omega,15.75,55.1666666666667,100.0,2.3.12.1,
2.03.23.03,2.03.23,3,city,,Maridunum,Maridunum,Carmarthen,Omega,15.5,54.6666666666667,100.0,2.3.12.2,
2.03.24.02,2.03.24,2,city,,Bullaeum (Bulleum),More toward the east are the Silures whose town is Bullaeum,,Omega,16.3333333333333,55.0,80.2,2.3.12.3,
2.03.25.02,2.03.25,2,city,,Corinium,"to these are the Dobuni, and their town Corinium",Cirenchester,Omega,18.0,54.1666666666667,100.0,2.3.12.4,
2.03.26.02,2.03.26,2,city,,Calleva,the Atrebati and their town Caleva,Silchester,Omega,19.0,54.25,100.0,2.3.12.5,
2.03.27.02,2.03.27,2,city,,Londinium*,"to these, but farther eastward, are the Canti among whom are the towns: Londinium",London,Omega,20.0,54.0,100.0,2.3.12.6,
2.03.27.03,2.03.27,3,city,,Durovernum,Daruernum,Canterbury,Omega,21.0,53.6666666666667,75.9,2.3.12.7,
2.03.27.04,2.03.27,4,city,,Rutupiae,Rutupiae,Richborough,Omega,21.75,54.0,100.0,2.3.12.8,
2.03.28.04,2.03.28,4,city,,Noviomagus,Below the Atrebati and the Canti are the Regni and the town Noeomagus,Chichester,Omega,19.75,53.4166666666667,80.7,2.3.13.1,
2.03.28.07,2.03.28,7,city,,Iscalis,Below the Dobuni are the Belgae and the towns: Iscalis,,Omega,16.6666666666667,53.5,69.4,2.3.13.2,
2.03.28.08,2.03.28,8,city,,Aquae Calidae,Aquae calidae,Bath,Omega,17.3333333333333,53.6666666666667,100.0,2.3.13.3,
2.03.28.09,2.03.28,9,city,,Venta,Venta,Winchester,Omega,18.6666666666667,53.5,81.7,2.3.13.4,
2.03.29.02,2.03.29,2,city,,Dunium,Toward the west and south of these are the Durotriges whose town is Dunium,,Omega,18.0,52.9166666666667,90.8,2.3.13.5,
2.03.30.02,2.03.30,2,city,,Voliba,"to these, but more to the west, are the Dumnoni, whose towns are: Voliba",,Omega,14.75,52.3333333333333,87.8,2.3.13.6,
2.03.30.03,2.03.30,3,city,,Uxella (Uzela),Uxella,,Omega,15.0,52.75,100.0,2.3.13.7,
2.03.30.04,2.03.30,4,city,,Tamare,Tamara,,Omega,15.0,52.25,100.0,2.3.13.8,
2.03.30.05,2.03.30,5,city,,Isca,"Isca, where is located Legio II Augusta",Exeter,Omega,17.5,52.75,100.0,2.3.13.9,
2.03.30.06,2.03.30,6,city,,Legio II Augusta,"Isca, where is located Legio II Augusta",,Omega,17.0,52.5833333333333,75.6,2.3.13.9,
2.03.31.03,2.03.31,3,island,,Scitis,The islands which are near Albion island and the Orcades promontory are: Scetis island,Skye,Omega,32.6666666666667,60.75,100.0,2.3.14.1,
2.03.31.04,2.03.31,4,island,,Dumna*,Dumna island,Lewis,Omega,30.0,61.0,87.8,2.3.14.2,
2.03.31.05,2.03.31,5,island,,Orkaden (30),"Above these islands are the Orcades, about thirty in number, midpoint",Orkney-Inseln,Omega,30.0,61.6666666666667,100.0,2.3.14.3,
2.03.32.01,2.03.32,1,island,,Thule W,Far above these is the island Thule. The part of this which extends much toward the west,,Omega,29.0,63.0,100.0,2.3.14.4,
2.03.32.02,2.03.32,2,island,,Thule O,that which is farthest eastward is,,Omega,31.6666666666667,63.0,100.0,2.3.14.5,
2.03.32.03,2.03.32,3,island,,Thule N,that which is farthest northward is,,Omega,30.3333333333333,63.25,100.0,2.3.14.6,
2.03.32.04,2.03.32,4,island,,Thule S,that which is farthest southward is,,Omega,30.3333333333333,62.6666666666667,100.0,2.3.14.7,
2.03.32.05,2.03.32,5,island,,Thule Mitte*,the middle,,Omega,30.3333333333333,63.0,100.0,2.3.14.8,
2.03.33.02,2.03.33,2,island,,Tanatis,Trinovantes region there are two islands: Toliapis,Isle of Thanet,Omega,23.0,54.3333333333333,100.0,2.3.14.9,
2.03.33.03,2.03.33,3,island,,Counnus (Covennus),Counus island,,Omega,24.0,54.5,100.0,2.3.14.10,
2.03.33.05,2.03.33,5,island,,Vectis*,"Below Magnus Portus is the island Vectis, the middle of",Wight,Omega,19.3333333333333,52.3333333333333,100.0,2.3.14.11,
2.04.03.01,2.04.03,1,river_mouth,,Anas-Mündung (westliche),"Further inland alongside Lusitania, the Turdetani, with these cities: Canaca",Guadiana-Mündung,Omega,4.08333333333333,37.6666666666667,63.7,2.4.10.1,
2.04.03.02,2.04.03,2,river_mouth,,Anas-Mündung (östliche),The eastern mouth of the river Ana,Guadiana-Mündung,Omega,4.33333333333333,37.5,100.0,2.4.2.1,
2.04.03.03,2.04.03,3,river,,Anas (Biegung gegen Osten),Before the river turns towards the east,Guadiana,Omega,6.33333333333333,39.0,100.0,2.4.2.2,
