ref_id,name,category,book,tabula,modern_location,recension,lon_ptolemy,lat_ptolemy,naming_observation,feature_id,sequence_in_feature,feature_closes_loop,river_feature_id,river_sequence_in_feature,island_feature_id,island_sequence_in_feature,island_feature_closes_loop,mountain_feature_id,mountain_sequence_in_feature
4.03.29.06,Thuburnika,city,Africa,AF02,Sidi Ali-bel-Kassem,Omega,30.0,31.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.29.07,Tucca,city,Africa,AF02,Dougga,Omega,29.5,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.29.08,Thieba (Thigiba),city,Africa,AF02,,Omega,29.5,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.29.09,Thubursicum Bure,city,Africa,AF02,Teboursouk,Omega,29.3333333333333,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.29.10,Ukibi (Uikiai),city,Africa,AF02,,Omega,30.0,29.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.29.11,Gausaphna,city,Africa,AF02,,Omega,29.25,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.01,Lambaesis,city,Africa,AF02,Tazoult,Omega,29.0,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.03,Thubutis,city,Africa,AF02,,Omega,29.5,28.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.04,Bulla Regia*,city,Africa,AF02,Hammam Daradji,Omega,30.6666666666667,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.05,Sicca Veneria*,city,Africa,AF02,El-Kef,Omega,30.5,30.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.06,Assuros,city,Africa,AF02,Zanfour,Omega,30.8333333333333,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.07,Naraggara,city,Africa,AF02,Sidi Youssef,Omega,30.0,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.08,Theveste,city,Africa,AF02,Tébessa,Omega,30.5,29.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.09,Thunusda,city,Africa,AF02,Sidi Meskine,Omega,31.6666666666667,32.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.10,Madauros,city,Africa,AF02,Mdaourouch,Omega,32.0,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.11,Ammaidara,city,Africa,AF02,Haïdra,Omega,32.1666666666667,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.12,Thamugadi,city,Africa,AF02,Timgad,Omega,32.0,29.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.13,Gazakupada,city,Africa,AF02,,Omega,31.1666666666667,29.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.30.14,Gedne (Sedne),city,Africa,AF02,,Omega,31.6666666666667,28.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.03,Kanopisi,city,Africa,AF02,,Omega,32.25,32.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.04,Meltida,city,Africa,AF02,,Omega,32.6666666666667,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.05,Uzan (Thuzan),city,Africa,AF02,,Omega,33.25,32.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.06,Thisika,city,Africa,AF02,bei Mateur,Omega,33.25,32.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.07,Kipipa (Kitsipa),city,Africa,AF02,,Omega,34.0,31.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.08,Theudalei,city,Africa,AF02,Henchir Aouma,Omega,33.3333333333333,31.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.31.09,Avitta,city,Africa,AF02,Henchir Bou Ftis,Omega,33.5,30.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.01,Torbos,city,Africa,AF02,,Omega,34.0,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.02,Eilika (Silika),city,Africa,AF02,,Omega,34.5,30.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.03,Tucca,city,Africa,AF02,Dougga,Omega,34.0,29.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.04,Dabia,city,Africa,AF02,Henchir Hedja,Omega,33.0,29.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.05,Bendina,city,Africa,AF02,,Omega,34.5,29.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.06,Vazua,city,Africa,AF02,,Omega,33.3333333333333,29.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.32.07,Nensa,city,Africa,AF02,,Omega,34.1666666666667,28.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.01,Aquae Calidae,city,Africa,AF02,,Omega,33.6666666666667,28.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.02,Zigira,city,Africa,AF02,Dschebel Skrira,Omega,33.1666666666667,28.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.03,Thasia,city,Africa,AF02,,Omega,33.0,27.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.04,Thunuba,city,Africa,AF02,,Omega,33.3333333333333,27.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.05,Muste,city,Africa,AF02,,Omega,33.6666666666667,27.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.06,Themisua (Themisyra),city,Africa,AF02,,Omega,34.6666666666667,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.07,Zama Maior,city,Africa,AF02,Seba Biar,Omega,34.3333333333333,28.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.08,Timika,city,Africa,AF02,,Omega,34.8333333333333,27.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.33.09,Tuskubis (Tukubis),city,Africa,AF02,,Omega,35.5,28.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.04,Maxula Vetus,city,Africa,AF02,,Omega,34.1666666666667,32.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.05,Uol,city,Africa,AF02,,Omega,34.75,32.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.06,Themisa (Thimisa),city,Africa,AF02,,Omega,35.0,32.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.07,Kuina (Kuinna),city,Africa,AF02,,Omega,35.5,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.08,Uthina*,city,Africa,AF02,Oudna,Omega,34.25,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.34.09,Audeira (Abdeira),city,Africa,AF02,,Omega,34.1666666666667,30.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.01,Medikkara,city,Africa,AF02,Ain-Medeker,Omega,35.5,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.02,Thuburbo,city,Africa,AF02,Henchir Kasbat,Omega,35.0,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.03,Tukma,city,Africa,AF02,,Omega,35.5,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.04,Bullamensa,city,Africa,AF02,,Omega,34.3333333333333,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.05,Kerbika,city,Africa,AF02,,Omega,36.0,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.06,Nuroli (Nuruli),city,Africa,AF02,,Omega,34.3333333333333,29.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.35.07,Tikelia,city,Africa,AF02,,Omega,34.6666666666667,29.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.01,Sasura,city,Africa,AF02,Henchir el-Ksour,Omega,36.0,29.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.02,Kilma,city,Africa,AF02,,Omega,35.5,29.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.03,Uepillion,city,Africa,AF02,,Omega,36.25,29.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.04,Thabba,city,Africa,AF02,,Omega,35.3333333333333,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.05,Tichasa,city,Africa,AF02,,Omega,36.0,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.06,Netata (Netega),city,Africa,AF02,,Omega,36.0,27.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.36.07,Bunthon,city,Africa,AF02,,Omega,36.25,29.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.02,Almaina (Almina),city,Africa,AF02,,Omega,35.25,30.67777777,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.03,Utikna,city,Africa,AF02,,Omega,35.6666666666667,32.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.04,Chrabasa (Chrausa),city,Africa,AF02,,Omega,36.0,32.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.05,Gurza,city,Africa,AF02,Kalaa-Kabira,Omega,35.6666666666667,31.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.06,Ulizibira (Ulizibirra),city,Africa,AF02,,Omega,36.0,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.07,Orbita (Urbista),city,Africa,AF02,Bordj-el-Assa-el-Jeriba,Omega,36.3333333333333,32.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.08,Uzita,city,Africa,AF02,Henchir-el-Makrceba,Omega,36.8333333333333,32.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.09,Gisira,city,Africa,AF02,,Omega,36.3333333333333,31.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.10,Zurmenton,city,Africa,AF02,,Omega,37.0,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.37.11,Zalapa,city,Africa,AF02,,Omega,36.75,31.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.38.01,Augustum,city,Africa,AF02,,Omega,36.3333333333333,30.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.38.02,Leai (Laïs),city,Africa,AF02,,Omega,36.3333333333333,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.38.03,Avidus,city,Africa,AF02,Zramdine,Omega,36.6666666666667,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.38.04,Ubata,city,Africa,AF02,,Omega,36.75,29.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.38.05,Tisuros,city,Africa,AF02,,Omega,36.8333333333333,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.01,Thysdros*,city,Africa,AF02,El-Djem,Omega,37.8333333333333,32.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.02,Uzekia,city,Africa,AF02,,Omega,37.9166666666667,31.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.03,Setiensis (Segiensis),city,Africa,AF02,,Omega,37.75,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.04,Lasike (Salike),city,Africa,AF02,,Omega,37.1666666666667,31.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.05,Buzakina,city,Africa,AF02,,Omega,37.8333333333333,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.06,Targaron,city,Africa,AF02,,Omega,37.25,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.07,Kararos (Bararos),city,Africa,AF02,Henchir-Rougga,Omega,37.0,30.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.08,Kapsa,city,Africa,AF02,Gafsa,Omega,37.5,29.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.09,Putea,city,Africa,AF02,,Omega,37.75,29.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.39.10,Tennephis,city,Africa,AF02,,Xi,38.3333333333333,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.40.01,Karaga,city,Africa,AF02,,Omega,38.1666666666667,29.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.40.02,Muruis (Moruis),city,Africa,AF02,,Omega,38.1666666666667,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.40.03,Zugar,city,Africa,AF02,,Omega,38.0,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.02,Chuzis,city,Africa,AF02,,Omega,39.5,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.03,Simukis (Sumukis),city,Africa,AF02,,Omega,40.3333333333333,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.04,Pisinda,city,Africa,AF02,,Omega,41.0,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.05,Sabrata,city,Africa,AF02,,Omega,41.25,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.06,Syddenis,city,Africa,AF02,,Omega,41.6666666666667,31.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.07,Azuis,city,Africa,AF02,,Omega,42.75,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.08,Gereisa,city,Africa,AF02,,Omega,43.0,30.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.41.09,Iskina,city,Africa,AF02,,Omega,43.3333333333333,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.42.01,Ammonos,city,Africa,AF02,,Omega,42.0,30.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.42.02,Amunkla,city,Africa,AF02,,Omega,42.6666666666667,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.42.03,Musti,city,Africa,AF02,Le Krib,Omega,42.3333333333333,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.42.04,Butta,city,Africa,AF02,,Omega,42.6666666666667,28.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.42.05,Tege,city,Africa,AF02,,Omega,42.6666666666667,27.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.43.01,Durga,city,Africa,AF02,,Omega,43.0,26.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.43.02,Sikapha (Sykapha),city,Africa,AF02,,Omega,43.1666666666667,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.43.03,Uddita,city,Africa,AF02,,Omega,43.3333333333333,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.43.04,Galybe,city,Africa,AF02,,Omega,43.6666666666667,29.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.43.05,Thagulis,city,Africa,AF02,,Omega,44.5,28.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.44.02,Hydras,island,Africa,AF02,,Omega,28.0,33.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.03,Galata,island,Africa,AF02,Galita,Omega,31.0,33.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.04,Drakontios,island,Africa,AF02,,Omega,33.25,34.25,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.05,Aigimoros,island,Africa,AF02,Ile Zembra,Omega,31.25,33.25,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.06,Larunesen (2),island,Africa,AF02,,Omega,37.0,33.5,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.07,Anemussa,island,Africa,AF02,,Xi,39.0,33.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.08,Lopadusa,island,Africa,AF02,Lampedusa,Omega,39.0,33.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.44.09,Aithusa,island,Africa,AF02,Linosa,Omega,39.5,33.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.45.01,Cercina,island,Africa,AF02,Kerkenna,Omega,39.0,32.25,manually verified individual island point amid an otherwise mainland section (_ISLAND_POINT_OVERRIDES),,,,,,,,,,
4.03.45.03,Gerra (Girba),city,Africa,AF02,Houmt-Souk,Omega,39.25,31.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.45.04,Meninx*,city,Africa,AF02,Djerba,Omega,39.5,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.46.01,Misynos,island,Africa,AF02,Tre Scogli,Omega,44.6666666666667,30.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.46.02,Pontia,island,Africa,AF02,Tre Scogli,Omega,45.3333333333333,30.25,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.46.03,Gaia,island,Africa,AF02,Tre Scogli,Omega,46.0,29.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.03.47.02,Kossura*,island,Africa,AF02,Pantelleria,Omega,37.3333333333333,34.3333333333333,manually verified individual island point amid an otherwise mainland section (_ISLAND_POINT_OVERRIDES),,,,,,,,,,
4.03.47.03,Gaulos,island,Africa,AF02,Gozo,Omega,37.33333333,34.6666666666667,manually verified individual island point amid an otherwise mainland section (_ISLAND_POINT_OVERRIDES),,,,,,,,,,
4.03.47.05,Melite*,island,Africa,AF02,Malta,Omega,38.75,34.6666666666667,manually verified individual island point amid an otherwise mainland section (_ISLAND_POINT_OVERRIDES),,,,,,,,,,
4.03.47.06,Halbinsel,city,Africa,AF02,,Omega,38.6666666666667,34.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.47.07,Heiligtum der Hera,city,Africa,AF02,,Omega,39.0,34.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.03.47.08,Heiligtum des Herakles,city,Africa,AF02,,Omega,38.75,34.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.01.05,"Grenzpunkt (Africa, Cyrenaica, Inneres Libyen)",city,Africa,AF03,,Omega,47.0,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.02,Festung Automala,city,Africa,AF03,Bu Sceifa,Omega,47.0833333333333,29.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.03,Kap Drepanon,coast,Africa,AF03,Bu Grada,Omega,47.25,29.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_021_AF03,0,,,,,,,,
4.04.03.04,Hyphaloi,city,Africa,AF03,es-Zuetina,Omega,47.3333333333333,29.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.05,Diarrhoia,city,Africa,AF03,,Omega,47.25,30.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.06,Turm des Herakles,city,Africa,AF03,,Omega,47.3333333333333,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.07,Festung Diachersis,city,Africa,AF03,Bassouan,Omega,47.3333333333333,30.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.03.08,Nördliches Kap bzw. Grosse Syrte (Ende),coast,Africa,AF03,Ras Taiunes,Omega,47.25,31.1666666666667,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_021_AF03,1,,,,,,,,
4.04.03.09,Bryon-Strand,city,Africa,AF03,,Omega,47.5,31.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.04.02,Berenike* bzw. Hesperiden*,city,Africa,AF03,Bengasi,Omega,47.75,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.04.03,Lathon-Mündung,river_mouth,Africa,AF03,Bu Shatin-Mündung,Omega,48.25,31.3333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_021_AF03,2,,,,,,,,
4.04.04.04,Arsinoe* bzw. Taucheira*,city,Africa,AF03,Tokra,Omega,48.6666666666667,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.04.05,Ptolemaïs*,city,Africa,AF03,Tolmeta,Omega,49.0833333333333,31.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.04.06,Ausigda,city,Africa,AF03,Gasr Disa,Omega,49.5,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.04.07,Aptuchu Hieron,city,Africa,AF03,Haniya,Omega,49.5,31.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.05.01,Kap bzw. Kastell des Phykes,coast,Africa,AF03,Ras Sem,Omega,50.0,31.8333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_021_AF03,3,,,,,,,,
4.04.05.02,Apollonia*,city,Africa,AF03,Susa,Omega,50.1666666666667,31.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.05.04,Naustathmos,city,Africa,AF03,Ras el-Hilal,Omega,50.3333333333333,31.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.05.05,Erythron,city,Africa,AF03,Latrun,Omega,50.5,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.05.06,Chersis,city,Africa,AF03,Ras Chersa,Omega,50.75,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.05.07,Kap Zephyrion,coast,Africa,AF03,Ras Bu Meddad,Omega,51.0,31.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_021_AF03,4,,,,,,,,
4.04.05.08,Darnis,city,Africa,AF03,Derna,Omega,51.25,31.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.06.03,"Grenzpunkt (Cyrenaica, Inneres Libyen, Marmarica)",city,Africa,AF03,,Omega,51.25,25.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.08.01,Dünen des Herakles (Mitte),river,Africa,AF03,Ras Carcura,Omega,48.6666666666667,29.0,"matches river-course pattern (Mitte/Biegung/Abzweigung/Aufteilung/Oberlauf/Unterlauf), not a gulf bend",,,,,,,,,,
4.04.08.02,Velpa-Gebirge,mountain,Africa,AF03,,Omega,47.6666666666667,29.5,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
4.04.08.03,Baikolikon-Berg,mountain,Africa,AF03,,Omega,51.0,26.5,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
4.04.08.04,Haff-See (erster),lake,Africa,AF03,,Omega,47.75,31.1666666666667,matches 'See'/'Palus' (lake/marsh),,,,,,,,,,
4.04.08.06,Haff-See (zweiter),lake,Africa,AF03,,Omega,52.0,31.1666666666667,matches 'See'/'Palus' (lake/marsh),,,,,,,,,,
4.04.11.01,Kyrene*,city,Africa,AF03,Schahhat,Omega,50.0,31.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.02,Archile,city,Africa,AF03,,Omega,50.5,31.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.03,Chairekla,city,Africa,AF03,,Omega,48.5,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.04,Neapolis,city,Africa,AF03,,Omega,49.0,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.05,Artamis,city,Africa,AF03,Messa,Omega,49.75,31.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.06,Zemethos (Zymethos),city,Africa,AF03,,Omega,49.8333333333333,31.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.07,Barke,city,Africa,AF03,Barka,Omega,49.25,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.11.08,Eraga,city,Africa,AF03,,Omega,49.6666666666667,31.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.01,Kelida,city,Africa,AF03,,Omega,50.5,30.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.02,Hydra,city,Africa,AF03,Aïn Mara,Omega,50.8333333333333,30.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.03,Alibaka (Alybbaka),city,Africa,AF03,,Omega,49.1666666666667,30.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.04,Thintis,city,Africa,AF03,,Omega,50.0,30.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.05,Kainopolis,city,Africa,AF03,,Omega,50.75,30.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.06,Phalakra,city,Africa,AF03,Beida,Omega,49.75,30.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.07,Marabina (Marabena),city,Africa,AF03,,Omega,48.0,30.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.08,Auritina (Aurigena),city,Africa,AF03,,Omega,49.75,29.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.12.09,Akabis,city,Africa,AF03,El-Ghegab,Omega,50.5,29.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.13.01,Maranthis,city,Africa,AF03,,Omega,47.5,29.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.13.02,Agdau (Agdaua),city,Africa,AF03,,Omega,47.75,29.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.13.03,Echinos,city,Africa,AF03,,Omega,49.5,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.13.04,Dorf des Philon,city,Africa,AF03,,Omega,51.0,28.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.13.05,Arimantos,city,Africa,AF03,Gasr el-Carmusa,Omega,51.0,28.9166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.04.14.01,Myrmex,island,Africa,AF03,,Omega,48.6666666666667,31.8333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.04.14.02,Aphrodite-Insel bzw. Laia,island,Africa,AF03,Geziret Chersa,Omega,50.1666666666667,31.9166666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
4.05.01.07,"Grenzpunkt (Äthiopien südl. Ägypten, Inneres Libyen, Marmarica)",city,Africa,AF03,,Omega,51.25,23.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
4.05.02.03,Aziris,coast,Africa,AF03,Wadi el-Chalig,Omega,51.6666666666667,31.25,no specific keyword match; section header names a sea/ocean/gulf,coastline_022_AF03,0,,,,,,,,
