ref_id,name,category,book,tabula,modern_location,recension,lon_ptolemy,lat_ptolemy,naming_observation,feature_id,sequence_in_feature,feature_closes_loop,river_feature_id,river_sequence_in_feature,island_feature_id,island_sequence_in_feature,island_feature_closes_loop,mountain_feature_id,mountain_sequence_in_feature
3.04.05.04,Selinus-Mündung,river_mouth,Europe,EU07,Modione-Mündung,Omega,37.3333333333333,36.25,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,16,1,,,,,,,
3.04.05.05,Mazara-Mündung,river_mouth,Europe,EU07,Mázaro-Mündung,Omega,37.5,36.25,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,17,1,,,,,,,
3.04.05.06,Pintia,coast,Europe,EU07,,Omega,37.6666666666667,36.3333333333333,no specific keyword match; section header names a sea/ocean/gulf,coastline_008_EU07,18,1,,,,,,,
3.04.05.07,Sossios-Mündung (Kossios-Mündung),river_mouth,Europe,EU07,,Omega,37.6666666666667,36.3333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",,,,,,,,,,
3.04.06.01,Isburos-Mündung,river_mouth,Europe,EU07,Verdura-Mündung,Omega,38.0833333333333,36.4166666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,19,1,,,,,,,
3.04.06.02,Herakleia Minoa,city,Europe,EU07,Eraclea Minoa,Omega,38.3333333333333,36.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.06.03,Hypsas-Mündung,river_mouth,Europe,EU07,S. Anna-Mündung,Omega,38.5,36.4166666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,20,1,,,,,,,
3.04.06.04,Emporion von Akragas,city,Europe,EU07,,Omega,38.8333333333333,36.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.07.01,Himeras-Mündung,river_mouth,Europe,EU07,Salso-Mündung,Omega,39.0,36.3333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,21,1,river_024_Himeras,1,,,,,
3.04.07.02,Hipparis-Mündung,river_mouth,Europe,EU07,Ippari-Mündung,Omega,39.25,36.3333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,22,1,,,,,,,
3.04.07.03,Kap Bukra,coast,Europe,EU07,Capo Scalambri,Omega,39.3333333333333,36.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,23,1,,,,,,,
3.04.07.04,Kaukana,city,Europe,EU07,,Omega,39.5,36.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.07.05,Motychanos-Mündung,river_mouth,Europe,EU07,Fiume di Scicli-Mündung,Omega,39.6666666666667,36.3333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,24,1,,,,,,,
3.04.07.06,Odysseus-Kap,coast,Europe,EU07,,Omega,39.8333333333333,36.25,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,25,1,,,,,,,
3.04.08.02,Kap Pachynos,coast,Europe,EU07,Capo Pássero,Omega,40.0,36.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,26,1,,,,,,,
3.04.08.03,Phönizischer Hafen,harbor,Europe,EU07,,Omega,39.75,36.5,"matches harbor pattern (Hafen/Portus) - coastal, colored separately",coastline_008_EU07,27,1,,,,,,,
3.04.08.04,Erineos-Mündung,river_mouth,Europe,EU07,,Omega,39.75,36.6666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,28,1,,,,,,,
3.04.08.05,Grosses Kap,coast,Europe,EU07,Capo Ógnina,Omega,39.8333333333333,36.75,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,29,1,,,,,,,
3.04.08.06,Chersonesos,coast,Europe,EU07,,Omega,39.6666666666667,36.9166666666667,no specific keyword match; section header names a sea/ocean/gulf,coastline_008_EU07,30,1,,,,,,,
3.04.09.01,Syrakusai,city,Europe,EU07,Syrakus,Omega,39.5,37.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.09.02,Kap Tauros,coast,Europe,EU07,Capo S. Croce,Omega,39.5833333333333,37.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,31,1,,,,,,,
3.04.09.03,Alabon-Mündung,river_mouth,Europe,EU07,Càntera-Mündung,Omega,39.4166666666667,37.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,32,1,,,,,,,
3.04.09.04,Pantakyas-Mündung,river_mouth,Europe,EU07,Porcaria-Mündung,Omega,39.3333333333333,37.5833333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,33,1,,,,,,,
3.04.09.05,Katane*,city,Europe,EU07,Catania,Omega,39.5833333333333,37.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.09.06,Symaithos-Mündung,river_mouth,Europe,EU07,Simeto-Mündung,Omega,39.5,37.75,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_008_EU07,34,1,,,,,,,
3.04.09.07,Tauromenion,city,Europe,EU07,Taormina,Omega,39.5,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.09.08,Kap Argennon,coast,Europe,EU07,Capo S. Andrea,Omega,39.5,38.1666666666667,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_008_EU07,35,1,,,,,,,
3.04.09.09,Messene*,city,Europe,EU07,Messina,Omega,39.5,38.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.10.01,Aitne,city,Europe,EU07,Ätna,Omega,39.0,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.10.02,Kratas (Akragas),city,Europe,EU07,,Omega,37.6666666666667,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.12.02,Kapytion,city,Europe,EU07,Capizzi,Omega,38.3333333333333,38.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.12.03,Abakainon,city,Europe,EU07,Tripi,Omega,39.0,38.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.12.04,Imachara,city,Europe,EU07,,Omega,38.5,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.12.05,Tissa,city,Europe,EU07,,Omega,38.8333333333333,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.12.06,Alkta (Aleta),city,Europe,EU07,,Omega,37.8333333333333,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.01,Kentoripa*,city,Europe,EU07,Centuripe,Omega,38.5,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.02,Dymethos,city,Europe,EU07,,Omega,38.8333333333333,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.03,Aitne,city,Europe,EU07,bei Paternò,Omega,39.4166666666667,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.04,Agyrion,city,Europe,EU07,Agira,Omega,38.25,37.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.05,Herbita,city,Europe,EU07,,Omega,38.6666666666667,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.06,Sergention,city,Europe,EU07,,Omega,38.5,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.07,Hydia,city,Europe,EU07,,Omega,38.5,37.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.08,Leontinoi,city,Europe,EU07,Lentini,Omega,39.0,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.09,Herbessos,city,Europe,EU07,Montagna di Marzo,Omega,37.8333333333333,37.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.10,Neeton,city,Europe,EU07,Noto Antica,Omega,38.3333333333333,37.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.11,Menai,city,Europe,EU07,Mineo,Omega,38.8333333333333,37.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.12,Patioros,city,Europe,EU07,,Omega,37.3333333333333,37.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.13.13,Assoros,city,Europe,EU07,Assoro,Omega,37.6666666666667,37.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.01,Enna,city,Europe,EU07,Enna,Omega,38.0833333333333,37.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.02,Megara Hyblaia,city,Europe,EU07,Megara Hyblaea,Omega,39.25,37.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.03,Petra,city,Europe,EU07,,Omega,38.6666666666667,37.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.04,Hybla Heraia,city,Europe,EU07,,Omega,38.3333333333333,37.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.05,Engyon,city,Europe,EU07,bei Troina,Omega,39.0,37.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.06,Kotyrga (Kotyrna),city,Europe,EU07,,Omega,38.0,36.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.07,Kakyron,city,Europe,EU07,Monte Saraceno,Omega,38.6666666666667,36.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.08,Akrai,city,Europe,EU07,Palazzolo Acreide,Omega,39.25,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.09,Makella,city,Europe,EU07,,Xi,37.25,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.10,Schera,city,Europe,EU07,,Omega,37.5,36.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.11,Triokala,city,Europe,EU07,bei Caltabellotta,Omega,38.1666666666667,36.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.12,Akragas,city,Europe,EU07,Agrigent,Omega,38.5,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.14.13,Motyka,city,Europe,EU07,Módica,Omega,39.4166666666667,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.01,Segesta*,city,Europe,EU07,Segesta,Omega,37.1666666666667,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.02,Legon,city,Europe,EU07,,Omega,37.5,36.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.03,Entella,city,Europe,EU07,Rocca d'Entella,Omega,37.75,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.04,Ankrina,city,Europe,EU07,,Omega,38.5,36.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.05,Phintias,city,Europe,EU07,Licata,Omega,38.6666666666667,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.06,Gela,city,Europe,EU07,Gela,Omega,39.0,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.07,Kamarina,city,Europe,EU07,Camarina,Omega,39.3333333333333,36.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.08,Heloros,city,Europe,EU07,Eloro,Omega,39.6666666666667,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.09,Ina,city,Europe,EU07,,Omega,39.5,36.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.15.10,Elkethion,city,Europe,EU07,,Omega,37.25,36.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.04.16.02,Didyme,island,Europe,EU07,Salina,Omega,39.0,39.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.03,Hikesia (Ikeria),island,Europe,EU07,,Omega,39.3333333333333,39.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.04,Erikodes (Helikodes),island,Europe,EU07,Alicudi,Omega,38.3333333333333,38.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.05,Phoinikodes,island,Europe,EU07,Filicudi,Omega,38.5,38.8333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.06,Hephaistos-Insel,island,Europe,EU07,Isola Vulcano,Omega,38.8333333333333,38.5833333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.08,Euonymos,island,Europe,EU07,Panarea,Omega,39.5,38.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.07,Lipara,island,Europe,EU07,Lipari,Omega,39.0,38.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.16.09,Strongyle,island,Europe,EU07,Stromboli,Omega,39.3333333333333,38.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.01,Ustika,island,Europe,EU07,Ustica,Omega,37.5,38.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.02,Osteodes,island,Europe,EU07,,Omega,36.25,37.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.03,Phorbantia,island,Europe,EU07,Levanzo,Omega,36.0,36.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.04,Aigusa,island,Europe,EU07,Favignana,Omega,36.25,36.0833333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.05,Hiera,island,Europe,EU07,Maréttimo,Omega,36.0,36.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.06,Pakonia,island,Europe,EU07,,Omega,36.5,35.8333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.04.17.07,Aiolos-Insel,island,Europe,EU07,,Omega,37.0,39.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
3.05.02.01,Vistula-Mündung,river_mouth,Europe,EU08,Weichsel-Mündung,Omega,45.0,56.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_055_EU04,16,,,,,,,,
3.05.02.02,Chronos-Mündung,river_mouth,Europe,EU08,Pregolja-Mündung,Omega,50.0,56.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_055_EU04,17,,,,,,,,
3.05.02.03,Rubon-Mündung (Rudon-Mündung),river_mouth,Europe,EU08,Neman-Mündung,Omega,53.0,57.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_055_EU04,18,,,,,,,,
3.05.02.04,Turuntos-Mündung,river_mouth,Europe,EU08,,Omega,56.0,58.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_055_EU04,19,,,,,,,,
3.05.02.05,Chesinos-Mündung,river_mouth,Europe,EU08,,Omega,58.5,59.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_055_EU04,20,,,,,,,,
3.05.03.01,Küstenpunkt auf dem Parallel von Thule,city,Europe,EU08,,Omega,62.0,63.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.04.02,"Grenzpunkt (Asiatisches Sarmatien, Europäisches Sarmatien, N)",city,Europe,EU08,,Omega,64.0,63.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.04.03,"Grenzpunkt (Asiatisches Sarmatien, Europäisches Sarmatien, N)",city,Europe,EU08,,Omega,64.0,58.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.06.02,Sarmatische Berge (S-Ende),mountain,Europe,EU08,Westkarpaten,Omega,42.5,48.5,"matches 'Berg'/'Berge' as its own word (bare, not a coastal landmark or river location)",,,,,,,,,,
3.05.06.03,Karpaten,mountain,Europe,EU08,Karpaten,Omega,46.0,48.5,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.07.01,Borysthenes-Mündung,river_mouth,Europe,EU08,Dnjepr-Mündung,Omega,57.5,48.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,0,,river_025_Borysthenes,0,,,,,
3.05.07.02,Hypanis-Mündung,river_mouth,Europe,EU08,Südl. Bug-Mündung,Omega,58.0,48.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,1,,,,,,,,
3.05.07.03,Hekate-Hain,city,Europe,EU08,,Omega,58.5,47.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.07.04,Landenge des Dromos des Achill,city,Europe,EU08,Landenge der Tendrovskaja Kosa,Omega,59.0,47.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.08.01,Heiliges Kap (westliches Kap des Dromos des Achill),coast,Europe,EU08,,Omega,57.8333333333333,47.5,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_009_EU08,2,,,,,,,,
3.05.08.02,Kap Misaris (Kap Mysaris; östliches Kap des Dromos des Achill),coast,Europe,EU08,,Omega,59.75,47.5,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_009_EU08,3,,,,,,,,
3.05.08.03,Kephalonesos,city,Europe,EU08,,Omega,59.75,47.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.08.04,Schöner Hafen,harbor,Europe,EU08,,Omega,59.5,48.0,"matches harbor pattern (Hafen/Portus) - coastal, colored separately",coastline_009_EU08,4,,,,,,,,
3.05.08.05,Tamyrake*,city,Europe,EU08,,Omega,59.3333333333333,48.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.08.06,Karkinites-Mündung,river_mouth,Europe,EU08,Kalantschak-Mündung,Omega,59.6666666666667,48.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,5,,,,,,,,
3.05.09.02,Endpunkt bei der Bucht von Karkina,coast,Europe,EU08,Endpunkt beim Karkinitskij zaliv,Omega,60.3333333333333,48.3333333333333,matches gulf/bay pattern (Golf/Bucht/Meerbusen),coastline_009_EU08,6,,,,,,,,
3.05.09.03,Endpunkt beim See Byke,lake,Europe,EU08,Endpunkt beim Sivasch,Omega,60.5,48.5,matches 'See'/'Palus' (lake/marsh),,,,,,,,,,
3.05.11.03,Neue Festung,city,Europe,EU08,,Omega,60.5,48.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.11.04,Pasiakes-Mündung,river_mouth,Europe,EU08,,Omega,60.3333333333333,48.8333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,7,,,,,,,,
3.05.12.01,Leianon,city,Europe,EU08,,Omega,60.0,49.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.12.02,Bykes-Mündung,river_mouth,Europe,EU08,,Omega,60.3333333333333,49.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,8,,,,,,,,
3.05.12.03,Akra,city,Europe,EU08,,Omega,60.5,49.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.12.04,Gerrhos-Mündung,river_mouth,Europe,EU08,Molotschnaja-Mündung,Omega,61.0,49.8333333333333,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,9,,,,,,,,
3.05.12.05,Kneme (Knemoi),city,Europe,EU08,,Omega,62.5,49.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.13.01,Kap Agaron,coast,Europe,EU08,,Omega,63.0,49.6666666666667,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_009_EU08,10,,,,,,,,
3.05.13.02,Agaros-Mündung,river_mouth,Europe,EU08,,Omega,62.5,50.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,11,,,,,,,,
3.05.13.03,"Hain, Halieuma Theu",city,Europe,EU08,,Omega,62.6666666666667,51.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.13.04,Lykos-Mündung,river_mouth,Europe,EU08,,Omega,63.0,51.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,12,,,,,,,,
3.05.13.05,Hygreis,city,Europe,EU08,,Omega,63.5,52.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.13.06,Poritos-Mündung,river_mouth,Europe,EU08,,Omega,64.5,53.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,13,,,,,,,,
3.05.13.07,Karoia,city,Europe,EU08,bei Taganrog,Omega,65.0,53.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.14.01,Tanaïs (westlicher Mündungsarm),river_mouth,Europe,EU08,Don,Omega,66.3333333333333,54.1666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,14,,river_026_Tanaïs,0,,,,,
3.05.14.02,Tanaïs (östlicher Mündungsarm),river_mouth,Europe,EU08,Don,Omega,67.0,54.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_009_EU08,15,,river_026_Tanaïs,1,,,,,
3.05.14.03,Tanaïs (Biegung),river,Europe,EU08,Don,Omega,72.5,56.0,"matches river-course pattern (Mitte/Biegung/Abzweigung/Aufteilung/Oberlauf/Unterlauf), not a gulf bend",,,,river_026_Tanaïs,2,,,,,
3.05.14.04,Tanaïs-Quelle,river,Europe,EU08,Don-Quelle,Omega,64.0,58.0,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_026_Tanaïs,3,,,,,
3.05.14.05,Nördlicher Endpunkt,city,Europe,EU08,,Omega,64.0,63.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.15.03,Peuke-Gebirge,mountain,Europe,EU08,,Omega,51.0,51.0,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.15.04,Amadoka-Gebirge,mountain,Europe,EU08,,Omega,59.0,51.0,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.15.05,Bodinon,city,Europe,EU08,,Omega,58.0,55.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.15.06,Alaunon,city,Europe,EU08,,Omega,62.5,55.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.15.07,Karpaten,mountain,Europe,EU08,Karpaten,Omega,46.0,48.5,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.15.08,Venedikisches Gebirge,mountain,Europe,EU08,,Omega,47.5,55.0,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.15.09,Rhipäisches Gebirge (Mittelpunkt),mountain,Europe,EU08,,Omega,63.0,57.5,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
3.05.16.01,Borysthenes-Quelle (südliche),river,Europe,EU08,Dnjepr-Quelle,Omega,53.5,50.3333333333333,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_025_Borysthenes,1,,,,,
3.05.16.02,Amadoka-See,lake,Europe,EU08,,Omega,53.5,50.3333333333333,matches 'See'/'Palus' (lake/marsh),,,,,,,,,,
3.05.16.03,Borysthenes-Quelle (nördlichste),river,Europe,EU08,Dnjepr-Quelle,Omega,52.0,53.0,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_025_Borysthenes,2,,,,,
3.05.17.05,Tyras (Biegung),river,Europe,EU08,Dnjestr,Omega,53.0,48.5,"matches river-course pattern (Mitte/Biegung/Abzweigung/Aufteilung/Oberlauf/Unterlauf), not a gulf bend",,,,river_027_Tyras,0,,,,,
3.05.17.06,Tyras (Quelle),river,Europe,EU08,Dnjestr,Omega,49.5,48.5,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_027_Tyras,1,,,,,
3.05.26.02,Altäre Alexanders,city,Europe,EU08,,Omega,63.0,57.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.26.03,Altäre des Kaisers,city,Europe,EU08,,Omega,68.0,56.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.26.04,Tanaïs*,city,Europe,EU08,Nedvigovka,Omega,67.0,54.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.02,Karkina (Karkinea),city,Europe,EU08,,Omega,59.5,48.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.03,Torokka (Turokka),city,Europe,EU08,,Omega,58.5,49.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.04,Pasiris (Pagyris),city,Europe,EU08,,Omega,58.5,49.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.05,Erkabon,city,Europe,EU08,,Omega,58.5,49.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.06,Trakana,city,Europe,EU08,,Omega,58.5,49.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.27.07,Navaron* (Naubaron* [Halbinsel]),city,Europe,EU08,,Omega,58.5,50.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.02,Azagarion (Azargarion),city,Europe,EU08,,Omega,56.0,50.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.03,Amadoka,city,Europe,EU08,,Omega,56.0,50.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.04,Saron,city,Europe,EU08,,Omega,56.0,50.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.05,Serimon,city,Europe,EU08,,Omega,57.0,50.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.06,Metropolis,city,Europe,EU08,,Omega,56.5,49.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.28.07,Olbia* bzw. Borysthenis*,city,Europe,EU08,Parutino,Omega,57.0,49.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.29.02,Ordessos,city,Europe,EU08,bei Otschakov,Omega,57.0,48.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.29.04,Leinon,city,Europe,EU08,,Omega,54.0,50.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.29.05,Sarbakon,city,Europe,EU08,,Omega,55.0,50.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.29.06,Niosson,city,Europe,EU08,,Omega,56.0,49.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.30.03,Karrodunon,city,Europe,EU08,,Omega,49.5,48.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.30.04,Maitonion,city,Europe,EU08,,Omega,51.0,48.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.30.05,Klepidava,city,Europe,EU08,,Omega,52.5,48.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.30.06,Vibantavarion (Vibantaurion),city,Europe,EU08,,Omega,53.5,48.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.30.07,Erakton,city,Europe,EU08,,Omega,53.8333333333333,48.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
3.05.31.02,Alopekia bzw. Tanaïs,island,Europe,EU08,,Omega,66.5,53.5,manually verified individual island point amid an otherwise mainland section (_ISLAND_POINT_OVERRIDES),,,,,,,,,,
