book,map,section,position,name_phrase,lon_dms,lat_dms,lon_decimal,lat_decimal,catalogue_matched,catalogue_ref_id,catalogue_name,catalogue_match_score
4,7,15,6,Ptemythis,61°00',20°15',61.0,20.25,yes,4.07.15.06,Ptemythis,100.0
4,7,16,1,Abounkis,59°30',20°00',59.5,20.0,yes,4.07.16.01,Abunkis,100.0
4,7,16,2,Kambyses' counting house,59°00',18°00',59.0,18.0,yes,4.07.16.02,Schatzkammer des Kambyses,100.0
4,7,16,3,Erchoas,59°30',18°00',59.5,18.0,yes,4.07.16.03,Erchoas,100.0
4,7,17,1,Satachthai,60°30',18°00',60.5,18.0,yes,4.07.17.01,Satachtai,100.0
4,7,17,2,Morou,61°30',18°40',61.5,18.6667,yes,4.07.17.02,Moru,100.0
4,7,17,3,Nakis,62°00',19°30',62.0,19.5,yes,4.07.17.03,Naki,100.0
4,7,17,4,Tathis,61°00',17°00',61.0,17.0,yes,4.07.17.04,Tathis,100.0
4,7,18,1,On the east bank of the river are the komai Pnoups,62°00',22°00',62.0,22.0,yes,4.07.18.01,Pnups,89.8
4,7,18,2,Berethis,62°00',21°30',62.0,21.5,yes,4.07.18.02,Berithis,85.2
4,7,18,3,Gerbo,62°00',21°00',62.0,21.0,yes,4.07.18.03,Gerbo (Terbo),100.0
4,7,18,4,Pataita,61°40',20°30',61.6667,20.5,yes,4.07.18.04,Pateta (Pataita),100.0
4,7,18,5,Pontyris,61°00',20°00',61.0,20.0,yes,4.07.18.05,Ponteris (Ponturis),88.3
4,7,19,1,Primis Minor,60°00',19°30',60.0,19.5,yes,4.07.19.01,Primis Mikra,100.0
4,7,19,2,Arbis,60°30',18°30',60.5,18.5,yes,4.07.19.02,Arbus (Arabis),100.0
4,7,19,3,Napata (or Naggata),63°00',20°15',63.0,20.25,yes,4.07.19.03,Napata*,100.0
4,7,19,4,Sakole,63°00',19°30',63.0,19.5,yes,4.07.19.04,Sakole,100.0
4,7,19,5,Sandake,63°00',18°30',63.0,18.5,yes,4.07.19.05,Sandake,100.0
4,7,19,6,Orbadarou,62°40',18°00',62.6667,18.0,yes,4.07.19.06,Orbadaru,100.0
4,7,19,7,Primis the larger,62°00',17°00',62.0,17.0,yes,4.07.19.07,Primis Megale,100.0
4,7,21,1,Meroe,61°30',16°25',61.5,16.4167,yes,4.07.21.01,Meroë*,100.0
4,7,21,2,Sakolche,61°40',15°15',61.6667,15.25,yes,4.07.21.02,Sakolche,100.0
4,7,21,3,Eser,61°40',13°30',61.6667,13.5,yes,4.07.21.03,Eser,100.0
4,7,21,4,Daron kome,62°00',12°30',62.0,12.5,yes,4.07.21.04,Daron,100.0
4,7,22,1,The junction of the river Nile and the river Astapos,61°00',12°00',61.0,12.0,yes,4.07.22.01,Astapus (Zusammenfluss mit Nil),100.0
4,7,22,2,the junction of the river Astaboras and the Astapos,62°30',11°30',62.5,11.5,yes,4.07.22.02,Astaboras (Zusammenfluss mit Astapus),100.0
4,7,23,1,following two lakes,60°00',2°00',60.0,2.0,yes,4.07.23.01,Nil (Vereinigung der Flüsse aus  Nil-Seen),100.0
4,7,24,1,The more western of the lakes,57°00',6°00' S,57.0,-6.0,yes,4.07.24.01,westlicher Nil-See,100.0
4,7,24,2,the more eastern lake,65°00',7°00' S,65.0,-7.0,yes,4.07.24.02,östlicher Nil-See,100.0
4,7,25,1,"river in the interior are: Auxoume, with a royal palace",65°00',11°00',65.0,11.0,yes,4.07.29.05,Auxumiten,100.0
4,7,25,2,Koloe city,69°00',4°15',69.0,4.25,no,4.07.26.04,Garbato-Gebirge (Mitte),0.0
4,7,25,3,Maste city,65°00',4°15',65.0,4.25,no,4.07.25.02,Koloe,8.0
4,7,26,1,"The notable mountains in this region west of the Nile river, extending along the entire Nile, which are commonly called the Ethiopian mountains, the position of which is",55°00',23°00',55.0,23.0,yes,4.07.26.02,Äthiopische Berge (N-Ende),100.0
4,7,26,2,,55°00',8°30',55.0,8.5,no,4.07.26.03,Äthiopische Berge (S-Ende),36.7
4,7,26,3,"The mountain to the east of the Nile is called Garbaton, the midpoint of which is in",69°00',6°00',69.0,6.0,yes,4.07.26.04,Garbato-Gebirge (Mitte),100.0
4,7,26,4,Elephas mountain,78°00',5°30',78.0,5.5,yes,4.07.26.05,Elefanten-Berg,100.0
4,7,26,5,beside the lakes the so-called Pylaian mountains . 65°00' . equator and Maste mountain,68°00',5°00',68.0,5.0,no,4.07.26.04,Garbato-Gebirge (Mitte),26.0
4,7,27,1,"river which is near the Bazium promontory; next to these toward the south are the Tabieni; then the Sirtibes; next to these are the Attiri; then the Babylleni and the Rhizophagi; then the Axoumitai and the Sobridai; next the Molibae, the Megabardi, and the Nubai toward the west from the Avalitai; then below the Molibai are the Blemyes; below whom are the Dedakai, and the Pechini between the river Astapos and the Garbaton mountain; from whom toward the west are the Strouthophagi Ethiopians; toward the south from the mountain are the Katadrai and the Myrrhifera land stretching up to Lake Koloe, after which are the Mastitai to the lake of the Nile. To the west, from this part of the Nile river, those occupy the land after the Greater Cataract, who pasture the Triacontaschoenus region between the Ethiopian mountains and the Nile river, after these toward the south are the Euonymitai; then Middle Ethiopia and the Sebridai; these races also inhabit the island of Meroe, and below them are the Gapachi; below these the Ptoemphanai, and below these the Kadoupi; next to these are the Elephantophagi Ethiopians; below these the Pesendarai, and beyond the lake the Cinnamon-bearing land; moreover between the Nile and the Astapos river, toward the island of Meroe, are the Memnones and more to the south are the Sapaei. In the remaining parts of the land toward the west from the Ethiopianmountains next to the sandy and dry region dwell the Phazaniai and the Bakalitides races; then the Skenitai and the Tralletai, after these the race of the Daradi; then the OrypaiiHunters next to these the NygbenitaiEthiopians. The following islands are near Ethiopia below Egypt in the Arabian Gulf: Astarta island",66°00',22°30',66.0,22.5,yes,4.07.36.03,Astarte,89.3
4,7,27,2,Altar of Athena island,66°10',21°30',66.1667,21.5,yes,4.07.36.04,Altar der Athene,78.3
4,7,27,3,Gypsitis island,67°00',19°40',67.0,19.6667,yes,4.07.36.05,Gypsites,100.0
4,7,27,4,two islands of Gomadean,67°30',19°00',67.5,19.0,yes,4.07.36.06,Gomadeon (Gomadaion) (2),100.0
4,7,27,5,Myronis island,67°00',18°00',67.0,18.0,yes,4.07.36.07,Myron,100.0
4,7,27,6,"Catathra or Chelonitides islands, two in number",68°00',17°30',68.0,17.5,yes,4.07.37.01,Kathathrai(2) bzw. Chelonitides (2),100.0
4,7,27,7,"Orisitides, two islands",67°30',17°00',67.5,17.0,yes,4.07.37.02,Thrisitides (2) (Thristitides),57.5
4,7,27,8,Magorum island,68°00',16°00',68.0,16.0,yes,4.07.37.03,Magon (Mango),100.0
4,7,27,9,Daphnine island,68°30',15°20',68.5,15.3333,yes,4.07.37.04,Daphnine,100.0
4,7,27,10,Acanthine island,68°30',15°00',68.5,15.0,yes,4.07.37.05,Akanthine,100.0
4,7,27,11,Macaria island,68°30',14°00',68.5,14.0,yes,4.07.37.06,Makaria,100.0
4,7,27,12,Avium island,69°00',14°00',69.0,14.0,yes,4.07.37.07,Orneon,100.0
4,7,27,13,the Bacchi and Antibacchi,69°30',13°15',69.5,13.25,yes,4.07.38.01,Bakchos- und Antibakchos-Insel,100.0
4,7,27,14,Panis island,68°40',12°00',68.6667,12.0,yes,4.07.38.02,Pan-Insel,100.0
4,7,27,15,Diodori island,70°00',12°30',70.0,12.5,yes,4.07.38.03,Diodoros-Insel,100.0
4,7,27,16,Isidis island,70°00',11°30',70.0,11.5,yes,4.07.38.04,Isis-Insel,100.0
4,7,27,17,In the Bay of Avalites is Mondi island,77°00',8°30',77.0,8.5,yes,4.07.39.02,Mondu,100.0
4,7,27,18,to Aromata are these islands: Amici island,85°00',4°00',85.0,4.0,yes,4.07.40.02,Amiku,100.0
4,7,27,19,the two Menae islands,84°00',2°30',84.0,2.5,yes,4.07.40.03,Menan (2),100.0
4,7,27,20,Myrike island,83°30',1°00',83.5,1.0,yes,4.07.40.04,Myrsiake (Myrike),100.0
4,9,1,1,"Magnus Sinus of the outer sea as far as the aforementioned Raptum Promontory, which occupies the position",73°50',8°25' S,73.8333,-8.4167,yes,4.07.03.03,Kap Rhapton,100.0
4,9,2,1,Cape Prasum occupies the position,80°,15°20' S,80.0,-15.3333,yes,4.08.02.01,Kap Prason,75.8
4,9,2,2,"Near it, towards the summer sunrise, lies an island called Menuthias, whose position is",85°,12°20' S,85.0,-12.3333,yes,4.08.02.02,Menuthias,87.8
4,9,3,1,"which the snows are received by the lakes of the Nile, and the extremities of Mount Selene occupy the positions",57°,12°20' S,57.0,-12.3333,yes,4.08.03.05,Mondgebirge (W-Ende),78.0
4,9,3,2,,68°,12°20' S,68.0,-12.3333,no,4.08.03.06,Mondgebirge (O-Ende),12.2
4,9,6,1,"Those that have come to our knowledge are as follows: Mount Dauchis, the centre of which is",15°,8°25' S,15.0,-8.4167,no,,,
4,9,6,2,"Mount Ion, the centre of which is",10°,8°25' S,10.0,-8.4167,yes,4.08.06.02,Ion-Gebirge (Mitte),100.0
4,9,6,3,"Mount Zypha or Ziphar, the centre of which is",25°,8°25' S,25.0,-8.4167,yes,4.08.06.03,Zipha- (Ziphar-)Gebirge (Mitte),100.0
4,9,6,4,"Mount Ineschi or Meskhe, the centre of which is",25°,13°05' S,25.0,-13.0833,yes,4.08.06.04,Mesche-Gebirge (Mitte),80.8
4,9,6,5,"Mount Barditon, the centre of which is",45°,6° S,45.0,-6.0,yes,4.08.06.05,Barditon-Gebirge (Mitte),100.0
4,9,6,6,Mount Selene,57°,12°20' S,57.0,-12.3333,yes,4.08.03.05,Mondgebirge (W-Ende),74.2
4,9,6,7,,67°,12°20' S,67.0,-12.3333,yes,4.08.03.06,Mondgebirge (O-Ende),48.9
5,1,2,1,"The promontory of Bithynia at the mouth of the Pontos, on which are: Hieron of Artemis",56°25',43°20',56.4167,43.3333,yes,5.01.05.05,Artake,66.3
5,1,2,2,Chalkedon,56°05',43°05',56.0833,43.0833,yes,5.01.02.03,Chalkedon*,100.0
5,1,2,3,Akritas promontory,56°30',42°55',56.5,42.9167,yes,5.01.02.04,Kap Akritas,100.0
5,1,2,4,Trarion,56°50',42°45',56.8333,42.75,yes,5.01.02.05,Trarion,96.9
5,1,3,1,Astakos,57°20',42°30',57.3333,42.5,yes,5.01.03.02,Nikomedeia*,100.0
5,1,3,2,Olbia,57°00',42°30',57.0,42.5,yes,5.01.03.03,Olbia,100.0
5,1,3,3,Nikomedeia,57°30',42°30',57.5,42.5,yes,5.01.03.02,Nikomedeia*,93.9
5,1,4,1,Posideion promontory,56°10',42°25',56.1667,42.4167,yes,5.01.04.01,Kap Poseidion,93.3
5,1,4,2,mouth of the Askanios river,56°45',42°15',56.75,42.25,yes,5.01.04.02,Askanios-Mündung,98.8
5,1,4,3,Askania lake,56°45',42°00',56.75,42.0,yes,5.01.04.02,Askanios-Mündung,54.7
5,1,4,4,Prousias,56°40',42°05',56.6667,42.0833,yes,5.01.04.04,Prusias,72.6
5,1,4,5,Daskylion,56°35',41°55',56.5833,41.9167,yes,5.01.04.06,Daskylion,100.0
5,1,4,6,Apameia,56°40',41°55',56.6667,41.9167,yes,5.01.04.05,Apameia*,87.8
5,1,4,7,mouth of the Ryndakos river,56°20',41°45',56.3333,41.75,yes,5.01.04.07,Rhyndakos-Mündung,100.0
5,1,4,8,river sources,57°00',40°30',57.0,40.5,yes,5.01.04.08,Rhyndakos-Quellen,100.0
5,1,5,1,mouth of the Pontos and the sanctuary of Artemis Bithynian promontory,56°45',43°20',56.75,43.3333,yes,5.01.05.04,Kap Bithynia,100.0
5,1,5,2,Artake kome,57°00',43°05',57.0,43.0833,yes,5.01.05.05,Artake,93.9
5,1,5,3,mouth of the Psyllis and Reba river,57°15',43°20',57.25,43.3333,yes,5.01.05.06,Psyllis-Mündung,100.0
5,1,5,4,mouth of the Kalpas river,57°40',43°05',57.6667,43.0833,yes,5.01.05.07,Kalpa-Mündung,100.0
5,1,6,1,mouth of the Sangarios river,58°00',42°45',58.0,42.75,yes,5.01.06.01,Sangarios-Mündung,100.0
5,1,6,2,first turn of the river,57°30',42°00',57.5,42.0,yes,5.01.04.03,Askania-See,45.8
5,1,6,3,second turn,61°20',42°00',61.3333,42.0,yes,5.01.06.03,Sangarios (zweite Krümmung),100.0
5,1,6,4,third turn,58°45',41°00',58.75,41.0,yes,5.01.06.04,Sangarios (dritte Krümmung),100.0
5,1,6,5,river sources,60°50',40°50',60.8333,40.8333,yes,5.01.06.05,Sangarios-Quellen,100.0
5,1,7,1,mouth of the Hyppios river,58°40',42°45',58.6667,42.75,yes,5.01.07.01,Hypios-Mündung,100.0
5,1,7,2,mouth of the Elata river,58°50',43°00',58.8333,43.0,yes,5.01.07.02,Elata-Mündung,100.0
5,1,7,3,Diospolis,58°45',43°20',58.75,43.3333,yes,5.01.07.03,Diospolis,100.0
5,1,7,4,Herakleia on the Pontos,59°00',43°30',59.0,43.5,yes,5.01.07.04,Herakleia am Pontos*,100.0
5,1,7,5,Psylleion,59°30',43°30',59.5,43.5,yes,5.01.07.05,Psylleion,100.0
5,1,7,6,Tion,60°00',43°30',60.0,43.5,yes,5.01.07.06,Tion,100.0
5,1,7,7,mouth of the Parthenios river,60°15',43°30',60.25,43.5,yes,5.01.07.07,Parthenios-Mündung,100.0
5,1,7,8,river sources,62°30',43°30',62.5,43.5,yes,5.04.05.03,Plegra,100.0
5,1,7,9,Kromna,60°35',43°35',60.5833,43.5833,yes,5.01.07.10,Kromna,100.0
5,1,7,10,Kytoron,60°45',43°35',60.75,43.5833,yes,5.01.07.11,Kytoros,100.0
5,1,8,1,Ryndakos river to the point at,61°00',41°15',61.0,41.25,yes,5.01.08.03,"Grenzpunkt (eigentliches Asien, Galatien, Pontos und Bithynien)",100.0
5,1,9,1,"mentioned point, i.e",61°00',31°15',61.0,31.25,no,,,
5,1,9,2,at the city Kytoron of the Pontos,61°00',33°45',61.0,33.75,no,5.03.02.07,Xanthos-Mündung,13.8
5,1,10,1,The most noted mountains in this region are Orminion the midpoint of which is at,59°40',42°40',59.6667,42.6667,yes,5.01.10.01,Orminios (Mitte),100.0
5,1,10,2,the Mysian Olympos mountain,57°00',41°30',57.0,41.5,yes,5.01.10.02,Mysischer Olymp (Mitte),100.0
5,1,13,1,The following are the inland cities: Libyssa,57°15',42°45',57.25,42.75,yes,5.01.13.02,Libyssa,78.6
5,1,13,2,Eriboia,57°10',42°20',57.1667,42.3333,yes,5.01.13.03,Eriboia,100.0
5,1,13,3,Gallika,57°45',42°25',57.75,42.4167,yes,5.01.13.04,Gallika,100.0
5,1,13,4,Pataouion,57°45',42°00',57.75,42.0,yes,5.01.04.03,Askania-See,100.0
5,1,13,5,Prousa by the Hyppios river,58°30',42°35',58.5,42.5833,yes,5.01.13.06,Prusa am Hypios,100.0
5,1,13,6,Dedakana,59°00',42°25',59.0,42.4167,yes,5.01.13.08,Dedakana,100.0
5,1,13,7,Protomakrai,58°45',42°00',58.75,42.0,yes,5.01.13.09,Protomakrai,100.0
5,1,13,8,Klaudiopolis or Bithynion,59°20',42°45',59.3333,42.75,yes,5.01.13.10,Klaudiopolis bzw. Bithynion,100.0
5,1,14,1,Flaviopolis or Krateiaa,60°00',43°00',60.0,43.0,yes,5.01.14.01,Flaviopolis bzw. Krateia,100.0
5,1,14,2,Timaia,59°45',42°20',59.75,42.3333,yes,5.01.14.02,Timaia,100.0
5,1,14,3,Klitai,60°30',43°00',60.5,43.0,yes,5.01.14.03,Klitai,100.0
5,1,14,4,Lataneia,60°35',42°30',60.5833,42.5,yes,5.01.14.04,Laganeia (Lagania),100.0
5,1,14,5,Nikaia,57°00',41°55',57.0,41.9167,yes,5.01.04.05,Apameia*,69.7
5,1,14,6,Kaisareia or Smyraleia or Smyrdiane,56°40',41°40',56.6667,41.6667,yes,5.01.14.06,Kaisareia bzw. Smyraleia,100.0
5,1,14,7,Prousa near Mount Olympos,57°00',41°40',57.0,41.6667,yes,5.01.14.07,Prusa am Olymp,100.0
5,1,14,8,Agrilion,57°30',41°40',57.5,41.6667,yes,5.01.14.09,Agrilion,100.0
5,1,14,9,Dableis,58°40',41°40',58.6667,41.6667,yes,5.01.14.10,Dableis,100.0
5,1,14,10,Dadastana,59°30',41°45',59.5,41.75,yes,5.01.14.11,Dadastana,100.0
5,1,14,11,Iouliopolis,60°10',42°00',60.1667,42.0,yes,5.01.14.12,Iuliopolis,100.0
5,1,15,1,"the islands lying off this country are, the easternmost of the Kyaneans, at",56°30',43°25',56.5,43.4167,yes,5.01.15.01,Kyaneen (östliche Insel),100.0
5,1,15,2,Thynias and Daphnousia,57°40',43°20',57.6667,43.3333,yes,5.01.15.02,Thynias bzw. Daphnusa,100.0
5,1,15,3,"the Erythinoi lookouts, islands",58°30',43°15',58.5,43.25,yes,5.01.15.03,Klippen Erythinoi,100.0
5,2,2,1,"In the Propontis of Lesser Mysia on the Hellespont, Kyzikos",56°00',41°30',56.0,41.5,yes,5.02.02.04,Kyzikos*,100.0
5,2,2,2,mouth of the Aisepos river,56°00',41°20',56.0,41.3333,yes,5.02.02.05,Aisepos-Mündung,100.0
5,2,2,3,Parion,55°35',41°25',55.5833,41.4167,yes,5.02.02.06,Parion,90.8
5,2,2,4,mouth of the Grenios or Grenikos river,55°50',41°30',55.8333,41.5,yes,5.02.02.07,Grenikos-Mündung,95.8
5,2,2,5,Lampsakos,55°00',41°25',55.0,41.4167,yes,5.02.02.08,Lampsakos,87.8
5,2,3,1,on the Hellespont: Abydos,55°20',41°15',55.3333,41.25,yes,5.02.03.02,Abydos,100.0
5,2,3,2,mouth of the Simoeis river,55°20',41°10',55.3333,41.1667,yes,5.02.03.03,Simoeis-Mündung,100.0
5,2,3,3,Dardanon,55°15',41°05',55.25,41.0833,yes,5.02.03.04,Dardanon,100.0
5,2,3,4,mouth of the Skamander river,55°15',41°00',55.25,41.0,yes,5.02.03.05,Skamander-Mündung,100.0
5,2,3,5,Sigeion promontory,55°10',41°00',55.1667,41.0,yes,5.02.03.06,Kap Sigeion,100.0
5,2,4,1,"In the Aegean Sea, of Phrygia Minor or Troas, Alexandria Troas",55°25',40°40',55.4167,40.6667,yes,5.02.04.03,Alexandreia Troas*,100.0
5,2,4,2,Lekton promontory,55°25',40°25',55.4167,40.4167,yes,5.02.04.04,Kap Lekton (Lepton),98.8
5,2,4,3,Assos,56°00',40°15',56.0,40.25,yes,5.02.04.05,Assos,100.0
5,2,5,1,Iarganon,56°10',40°20',56.1667,40.3333,yes,5.02.05.02,Garganon,100.0
5,2,5,2,Palaiskepsis,56°15',40°30',56.25,40.5,yes,5.02.05.03,Alt-Skepsis,100.0
5,2,5,3,Antandros,56°30',40°20',56.5,40.3333,yes,5.02.05.04,Antandros,100.0
5,2,5,4,Adramyttion,56°30',40°00',56.5,40.0,yes,5.02.05.05,Adramytion,100.0
5,2,5,5,Poroselene,56°30',39°45',56.5,39.75,yes,5.02.05.06,Poroselene,100.0
5,2,5,6,mouth of the Kaikos river,56°30',39°35',56.5,39.5833,yes,5.02.05.07,Kaikos-Mündung,89.7
5,2,5,7,river sources,58°00',40°30',58.0,40.5,yes,5.02.05.08,Kaikos-Quellen,67.2
5,2,6,1,Kaine promontory,56°15',39°30',56.25,39.5,yes,5.02.06.02,Kap Kaine,100.0
5,2,6,2,Pitane; the river Euenos flows around it,56°30',39°15',56.5,39.25,yes,5.02.06.03,Pitane,100.0
5,2,6,3,Elaia,57°00',39°25',57.0,39.4167,yes,5.02.06.04,Elaia,87.8
5,2,6,4,Myrina,57°15',39°15',57.25,39.25,yes,5.02.06.05,Myrina,100.0
5,2,6,5,Hydra promontory,57°00',39°05',57.0,39.0833,yes,5.02.06.04,Elaia,100.0
5,2,6,6,Kyme,57°20',39°00',57.3333,39.0,yes,5.02.06.07,Kyme,63.3
5,2,6,7,Phokaia,57°10',38°50',57.1667,38.8333,yes,5.02.06.04,Elaia,62.2
5,2,6,8,mouth of the Hermos river,57°30',38°45',57.5,38.75,yes,5.02.06.09,Hermos-Mündung,71.3
5,2,6,9,where the Hermos and the Paktolos rivers unite,58°10',39°20',58.1667,39.3333,yes,5.02.06.10,Hermos (Zusammenfluss mit dem Paktolos),60.8
5,2,6,10,sources of the Hermos river,60°00',40°00',60.0,40.0,yes,5.02.06.11,Hermos-Quellen,100.0
5,2,6,11,sources of the Paktolos river,59°00',39°00',59.0,39.0,yes,5.02.06.12,Paktolos-Quellen,100.0
5,2,7,1,In Ionia: Smyrna,57°40',38°35',57.6667,38.5833,yes,5.02.07.02,Smyrna*,72.5
5,2,7,2,Klazomenai,57°00',38°35',57.0,38.5833,yes,5.02.07.04,Klazomenai,100.0
5,2,7,3,Argennon promontory,56°30',38°25',56.5,38.4167,yes,5.02.30.06,Kap Phanaia,65.3
5,2,7,4,on the Ikarian sea Erythrai,56°40',38°35',56.6667,38.5833,yes,5.02.07.06,Erythrai,100.0
5,2,7,5,Teos,57°10',38°25',57.1667,38.4167,yes,5.02.07.07,Teos,93.9
5,2,7,6,Lebedos,57°30',38°20',57.5,38.3333,yes,5.02.07.08,Lebedos,75.6
5,2,7,7,Kolophon,57°40',38°00',57.6667,38.0,yes,5.02.07.09,Kolophon,100.0
5,2,7,8,mouth of the Kayster river,57°45',37°50',57.75,37.8333,yes,5.02.07.10,Kaystros-Mündung,85.2
5,2,7,9,river sources,60°15',39°20',60.25,39.3333,yes,5.02.07.11,Kaystros-Quellen,100.0
5,2,8,1,Ephesos,57°40',37°40',57.6667,37.6667,yes,5.02.08.01,Ephesos*,100.0
5,2,8,2,Trogilion promontory,57°10',37°40',57.1667,37.6667,yes,5.02.08.02,Kap Trogylion,100.0
5,2,8,3,mouth of the Maiandros river,57°40',37°30',57.6667,37.5,yes,5.02.08.03,Maiander-Mündung,100.0
5,2,8,4,where the Lykos river unites with it,59°00',38°40',59.0,38.6667,yes,5.02.18.03,Laodikeia am Lykos,60.8
5,2,8,5,sources of the Maiandros,62°30',39°30',62.5,39.5,yes,5.02.08.05,Maiander-Quellen,100.0
5,2,8,6,sources of the Lykos,60°00',37°45',60.0,37.75,yes,5.02.08.06,Lykos-Quellen,100.0
5,2,9,1,In Karia by the Myrtoon sea: Pyrra,57°50',37°10',57.8333,37.1667,yes,5.02.09.03,Pyrrha,86.7
5,2,9,2,Herakleia by Latmos,58°00',37°10',58.0,37.1667,yes,5.02.09.05,Latmos-Mündung,74.4
5,2,9,3,Miletos,58°00',37°00',58.0,37.0,yes,5.02.09.06,Miletos*,100.0
5,2,9,4,Iassos,57°30',36°50',57.5,36.8333,yes,5.02.09.07,Iassos,100.0
5,2,9,5,Bargylia,57°40',36°40',57.6667,36.6667,yes,5.02.09.08,Bargylia,93.9
5,2,9,6,Myndos,57°40',36°25',57.6667,36.4167,yes,5.02.09.09,Myndos,100.0
5,2,10,1,In Doris: Skopia promontory,57°20',36°25',57.3333,36.4167,yes,5.02.10.02,Kap Skopias,100.0
5,2,10,2,Halikarnassos,57°50',36°10',57.8333,36.1667,yes,5.02.10.03,Halikarnassos,100.0
5,2,10,3,Keramos,57°00',37°00',57.0,37.0,yes,5.02.30.08,Samos,63.6
5,2,10,4,Knidos city and promontory,56°15',36°00',56.25,36.0,yes,5.02.10.05,Knidos*,100.0
5,2,11,1,"On the south by the Rhodian sea, with Onugnathos promontory",56°40',35°50',56.6667,35.8333,yes,5.02.11.02,Kap Onugnathos,80.8
5,2,11,2,Loryma,57°20',35°35',57.3333,35.5833,yes,5.02.11.04,Loryma,100.0
5,2,11,3,Kresso harbor,57°40',36°00',57.6667,36.0,yes,5.02.11.05,Kressa,91.3
5,2,11,4,Phoenix kome,58°00',36°10',58.0,36.1667,yes,5.02.11.06,Phoinix,87.5
5,2,11,5,Phouska,58°15',36°10',58.25,36.1667,yes,5.02.11.07,Phuska (Physka),100.0
5,2,11,6,mouth of the Kalbis river,58°45',36°05',58.75,36.0833,yes,5.02.11.08,Kalbis-Mündung,100.0
5,2,11,7,Kaunos,59°10',36°00',59.1667,36.0,yes,5.02.11.09,Kaunos,100.0
5,2,12,1,point after Kaunos to,59°30',37°50',59.5,37.8333,yes,5.02.12.04,"Grenzpunkt (eigentliches Asien, Lykien 2)",100.0
5,2,12,2,which and to the south it is bounded by Milyas city of Lykia to the limit point at,61°00',37°50',61.0,37.8333,yes,5.02.12.06,"Grenzpunkt (eigentliches Asien, Lykien, Pamphylien)",100.0
5,2,12,3,indicated limit until,61°20',38°35',61.3333,38.5833,yes,5.02.12.08,"Grenzpunkt (eigentliches Asien, Galatien, Pamphylien)",100.0
5,2,12,4,"by Galatia along the line this side of the common limit of Bithynia, which bulges to the east in the middle, where the location of the bulge is",62°15',39°15',62.25,39.25,yes,5.02.12.12,"Grenze eigentliches Asien, Galatien (Krümmung nach O)",100.0
5,2,13,1,"These are the named mountains in Asia, of which the central points are: Mt. Ida",56°00',41°00',56.0,41.0,yes,5.02.13.02,Ida (Mitte),100.0
5,2,13,2,Kimaion or Kimon mountain,56°00',40°40',56.0,40.6667,yes,5.02.13.03,Killaion (Mitte),100.0
5,2,13,3,Temnon mountain,57°40',40°30',57.6667,40.5,yes,5.02.13.04,Temnon (Mitte),100.0
5,2,13,4,western parts of Didymos,61°00',40°40',61.0,40.6667,yes,5.02.13.05,Dindymos (W-Ende),100.0
5,2,13,5,eastern parts of Didymos,62°00',41°20',62.0,41.3333,yes,5.04.04.03,Dindymos (O-Ende),100.0
5,2,13,6,Sipylos mountain,59°00',39°30',59.0,39.5,yes,5.02.13.06,Sipylos (Mitte),100.0
5,2,13,7,Tmolos mountain,58°00',38°30',58.0,38.5,yes,5.02.13.07,Tmolos (Mitte),67.2
5,2,13,8,"Misetis (Mesites, Mesotes, Mesogis) mountain",58°40',38°40',58.6667,38.6667,yes,5.02.13.08,Mesogis (Mitte),79.4
5,2,13,9,Mykale mountain,58°00',37°40',58.0,37.6667,yes,5.02.13.09,Mykale (Mitte),100.0
5,2,13,10,Kadmos mountain,59°40',37°40',59.6667,37.6667,no,5.02.12.04,"Grenzpunkt (eigentliches Asien, Lykien 2)",42.8
5,2,13,11,Mimas mountain,57°30',38°30',57.5,38.5,yes,5.02.13.11,Mimas (Mitte),67.2
5,2,13,12,Phoenix mountain,58°00',36°30',58.0,36.5,yes,5.02.13.12,Phoinix (Mitte),100.0
5,2,14,1,The interior cities of Mysia Minor in Hellespontika: Skepsis,56°30',41°00',56.5,41.0,yes,5.02.14.03,Skepsis,100.0
5,2,14,2,Hiera Germe,56°15',41°15',56.25,41.25,yes,5.02.14.04,Hiera Germe,100.0
5,2,14,3,The inland city of Phrygia Minor or Troas is Ilion,55°20',41°00',55.3333,41.0,yes,5.02.14.06,Ilion,89.7
5,2,14,4,In the interior of Greater Mysia are: Dagouta,57°30',41°20',57.5,41.3333,yes,5.02.14.08,Daguta,100.0
5,2,14,5,Apollonia on the Ryndakos river,57°00',41°15',57.0,41.25,yes,5.02.14.09,Apollonia am Rhyndakos,100.0
5,2,14,6,Traianopolis,56°40',40°15',56.6667,40.25,yes,5.02.14.11,Traianopolis,100.0
5,2,14,7,Alydda,57°30',40°15',57.5,40.25,yes,5.02.14.12,Alydda,100.0
5,2,14,8,Prepenissos,56°50',40°25',56.8333,40.4167,yes,5.02.14.13,Prepenissos,84.7
5,2,14,9,Pergamos,57°25',39°45',57.4167,39.75,yes,5.02.14.14,Pergamos*,100.0
5,2,16,1,Cities of Lydia and Maionia: Perpere (or Permere),57°50',40°00',57.8333,40.0,yes,5.02.16.02,Perpere,100.0
5,2,16,2,Mostenoi,58°00',39°55',58.0,39.9167,yes,5.02.16.03,Mostenoi,84.7
5,2,16,3,Hierokaisareia,57°15',39°30',57.25,39.5,yes,5.02.16.04,Hierokaisareia,100.0
