book,map,section,position,name_phrase,lon_dms,lat_dms,lon_decimal,lat_decimal,catalogue_matched,catalogue_ref_id,catalogue_name,catalogue_match_score
3,5,4,7,Kremnoi city,62°30',49°45',62.5,49.75,yes,3.05.12.05,Kneme (Knemoi),100.0
3,5,4,8,Agaron promontory,63°00',49°40',63.0,49.6667,yes,3.05.13.01,Kap Agaron,100.0
3,5,4,9,Agaros river mouth,62°30',50°30',62.5,50.5,yes,3.05.13.02,Agaros-Mündung,100.0
3,5,4,10,"a grove, the Fishery of God",62°40',51°15',62.6667,51.25,yes,3.05.13.03,"Hain, Halieuma Theu",100.0
3,5,4,11,Lykos river mouth,63°00',51°30',63.0,51.5,yes,3.05.13.04,Lykos-Mündung,100.0
3,5,4,12,Hygreis city,63°30',52°30',63.5,52.5,yes,3.05.13.05,Hygreis,100.0
3,5,4,13,Poritos river mouth,64°30',53°00',64.5,53.0,yes,3.05.13.06,Poritos-Mündung,100.0
3,5,4,14,Karoia kome,65°00',53°30',65.0,53.5,yes,3.05.13.07,Karoia,100.0
3,5,4,15,western mouth of the Tanais river,66°20',54°20',66.3333,54.3333,yes,3.05.14.01,Tanaïs (westlicher Mündungsarm),85.0
3,5,4,16,eastern mouth,67°00',54°30',67.0,54.5,yes,3.05.14.02,Tanaïs (östlicher Mündungsarm),100.0
3,5,4,17,turn of the river,72°30',56°00',72.5,56.0,yes,3.05.14.03,Tanaïs (Biegung),100.0
3,5,4,18,source of the river,64°00',58°00',64.0,58.0,yes,3.05.04.03,"Grenzpunkt (Asiatisches Sarmatien, Europäisches Sarmatien, N)",100.0
3,5,4,19,which the limit by the Unknown Land,64°00',63°00',64.0,63.0,yes,3.05.04.02,"Grenzpunkt (Asiatisches Sarmatien, Europäisches Sarmatien, N)",100.0
3,5,5,1,"Sarmatia is divided by other mountains, called: Mt. Peuke",51°00',51°00',51.0,51.0,yes,3.05.15.03,Peuke-Gebirge,100.0
3,5,5,2,the Amadoka mountains,55°00',51°00',55.0,51.0,yes,3.05.28.03,Amadoka,45.0
3,5,5,3,Mt. Bodinon,58°00',55°00',58.0,55.0,yes,3.05.15.05,Bodinon,100.0
3,5,5,4,Mt. Alanon,62°30',55°00',62.5,55.0,yes,3.05.15.06,Alaunon,100.0
3,5,5,5,Mt. Karpata as mentioned,46°00',48°30',46.0,48.5,yes,3.05.06.03,Karpaten,100.0
3,5,5,6,the Venedic mountains,47°30',55°00',47.5,55.0,yes,3.05.15.08,Venedikisches Gebirge,100.0
3,5,5,7,"the Rhipaian mountains, midpoint",63°00',57°30',63.0,57.5,yes,3.05.15.09,Rhipäisches Gebirge (Mittelpunkt),100.0
3,5,6,1,Amadoka lake,53°30',50°20',53.5,50.3333,yes,3.05.16.01,Borysthenes-Quelle (südliche),100.0
3,5,6,2,The northernmost source of the Borysthenesriver,52°00',53°00',52.0,53.0,yes,3.05.16.03,Borysthenes-Quelle (nördlichste),100.0
3,5,6,3,bend,53°00',48°30',53.0,48.5,yes,3.05.17.05,Tyras (Biegung),100.0
3,5,6,4,until the limit,49°30',48°30',49.5,48.5,yes,3.05.17.06,Tyras (Quelle),100.0
3,5,12,1,Below the turn of the Tanais river the Altars of Alexander were set up,63°00',57°00',63.0,57.0,yes,3.05.26.02,Altäre Alexanders,100.0
3,5,12,2,the Altars of Caesar,68°00',56°30',68.0,56.5,yes,3.05.26.03,Altäre des Kaisers,100.0
3,5,12,3,between the mouths is Tanais city,67°00',54°40',67.0,54.6667,yes,3.05.26.04,Tanaïs*,100.0
3,5,13,1,"Inland cities among the rivers around the Karkinites river are, Karkina city",59°30',48°45',59.5,48.75,yes,3.05.27.02,Karkina (Karkinea),100.0
3,5,13,2,Torokka,58°30',49°00',58.5,49.0,yes,3.05.27.03,Torokka (Turokka),100.0
3,5,13,3,Pasyris,58°30',49°10',58.5,49.1667,yes,3.05.27.04,Pasiris (Pagyris),81.4
3,5,13,4,Erkabon,58°30',49°15',58.5,49.25,yes,3.05.27.05,Erkabon,100.0
3,5,13,5,Trakana,58°30',49°45',58.5,49.75,yes,3.05.27.06,Trakana,100.0
3,5,13,6,Nauaron,58°30',50°00',58.5,50.0,yes,3.05.27.07,Navaron* (Naubaron* [Halbinsel]),100.0
3,5,14,1,"Near the Borysthenes river, Azagarion",56°00',50°40',56.0,50.6667,yes,3.05.28.02,Azagarion (Azargarion),100.0
3,5,14,2,Amadoka,56°00',50°30',56.0,50.5,yes,3.05.28.03,Amadoka,100.0
3,5,14,3,Saron,56°00',50°15',56.0,50.25,yes,3.05.28.04,Saron,100.0
3,5,14,4,Serimon,57°00',50°00',57.0,50.0,yes,3.05.28.05,Serimon,100.0
3,5,14,5,Metropolis,56°30',49°30',56.5,49.5,yes,3.05.28.06,Metropolis,100.0
3,5,14,6,Olbia or Borysthenes,57°00',49°00',57.0,49.0,yes,3.05.28.07,Olbia* bzw. Borysthenis*,100.0
3,5,14,7,"Beyond the Axiakes river, Ordessos",57°00',48°30',57.0,48.5,yes,3.05.29.02,Ordessos,100.0
3,5,15,1,"toward the fork of the Borysthenes river, Leinon city",54°00',50°15',54.0,50.25,yes,3.05.29.04,Leinon,100.0
3,5,15,2,Sarbakon,55°00',50°00',55.0,50.0,yes,3.05.29.05,Sarbakon,100.0
3,5,15,3,Niosson,56°00',49°40',56.0,49.6667,yes,3.05.29.06,Niosson,100.0
3,5,15,4,"Beyond the Tyras river toward Dacia, Karrodounon",49°30',48°40',49.5,48.6667,yes,3.05.30.03,Karrodunon,100.0
3,5,15,5,Maitonion,51°00',48°30',51.0,48.5,yes,3.05.30.04,Maitonion,100.0
3,5,15,6,Klepidaua,52°30',48°40',52.5,48.6667,yes,3.05.30.05,Klepidava,100.0
3,5,15,7,Ouibantauarion,53°30',48°40',53.5,48.6667,yes,3.05.30.06,Vibantavarion (Vibantaurion),100.0
3,5,15,8,Erakton,53°50',48°40',53.8333,48.6667,yes,3.05.30.07,Erakton,100.0
3,5,16,1,"An island lies off the mouth of the Tanais river, Alopekia or Tanais island",66°30',53°30',66.5,53.5,yes,3.05.31.02,Alopekia bzw. Tanaïs,100.0
3,6,2,1,isthmus in the direction of the Karkinites river in the Pontus:,60°45',47°40',60.75,47.6667,yes,3.06.02.03,Eupatoria,100.0
3,6,2,2,Dandake,60°45',47°20',60.75,47.3333,yes,3.06.02.04,Dandake,100.0
3,6,2,3,Symbolon limen,61°00',47°15',61.0,47.25,yes,3.06.02.05,Symbolon,100.0
3,6,2,4,Parthenion promontory,60°40',47°00',60.6667,47.0,yes,3.06.02.06,Kap Parthenion,100.0
3,6,2,5,Chersonesos,61°00',47°00',61.0,47.0,yes,3.06.02.07,Chersonesos,100.0
3,6,2,6,Ktenous limen,61°15',47°10',61.25,47.1667,yes,3.06.02.08,Ktenus,93.5
3,6,2,7,Kriou metopon promontory,62°00',46°40',62.0,46.6667,yes,3.06.02.09,Kap Kriu Metopon,100.0
3,6,2,8,Charax,62°00',46°50',62.0,46.8333,yes,3.06.02.10,Charax,100.0
3,6,2,9,Lagyra,62°30',47°00',62.5,47.0,yes,3.06.02.11,Lagyra,100.0
3,6,2,10,Korax promontory,63°00',47°00',63.0,47.0,yes,3.06.03.01,Kap Korax,100.0
3,6,2,11,Istrianos river mouth,63°10',47°10',63.1667,47.1667,yes,3.06.03.02,Istrianos-Mündung,87.8
3,6,2,12,Theodosia,63°20',47°20',63.3333,47.3333,yes,3.06.03.03,Theodosia*,100.0
3,6,2,13,Nymphaion,63°45',47°30',63.75,47.5,yes,3.06.03.04,Nymphaion,100.0
3,6,3,1,"On the Cimmerian Bosphorus, Tyriktake",63°30',47°40',63.5,47.6667,yes,3.06.04.02,Tyriktake,100.0
3,6,3,2,Pantikapaia,64°00',47°55',64.0,47.9167,yes,3.06.04.03,Pantikapaia*,100.0
3,6,3,3,Myrmekion promontory,64°00',48°30',64.0,48.5,yes,3.06.04.04,Kap Myrmekion,100.0
3,6,4,1,"On the Maiotic Lake, Parthenion",63°45',48°30',63.75,48.5,yes,3.06.04.06,Parthenion,90.8
3,6,4,2,Chersonesos of Zeno,63°00',48°45',63.0,48.75,yes,3.06.04.07,Zenons Chersonesos,100.0
3,6,4,3,Herakleion,62°00',48°30',62.0,48.5,yes,3.06.04.08,Herakleion,100.0
3,6,5,1,Inland cities of the Tauric Chersoneseare the following: Taphros,60°40',48°15',60.6667,48.25,yes,3.06.05.02,Taphros,100.0
3,6,5,2,Tarona,62°20',48°15',62.3333,48.25,yes,3.06.05.03,Tarona,100.0
3,6,5,3,Postigia,63°00',48°15',63.0,48.25,yes,3.06.05.04,Postigia (Postigira),100.0
3,6,5,4,Parosta,61°30',48°10',61.5,48.1667,yes,3.06.05.05,Parosta,100.0
3,6,5,5,Kimmerion,62°00',48°00',62.0,48.0,yes,3.06.05.06,Kimmerion,100.0
3,6,5,6,Portakra,61°50',47°40',61.8333,47.6667,yes,3.06.05.07,Portakra (Postakra),100.0
3,6,5,7,Boion,62°50',47°45',62.8333,47.75,yes,3.06.05.08,Boion,100.0
3,6,5,8,Ilouraton,63°20',47°45',63.3333,47.75,yes,3.06.06.01,Iluraton,91.2
3,6,5,9,Satarche,61°15',47°20',61.25,47.3333,yes,3.06.06.02,Satarche,87.8
3,6,5,10,Badation,61°30',47°30',61.5,47.5,yes,3.06.06.03,Badation,100.0
3,6,5,11,Kytaion,62°15',47°30',62.25,47.5,yes,3.06.06.04,Kytaion,100.0
3,6,5,12,Tazos,62°40',47°30',62.6667,47.5,yes,3.06.06.05,Tazos,100.0
3,6,5,13,Argoda,61°45',47°15',61.75,47.25,yes,3.06.06.06,Argoda,100.0
3,6,5,14,Tabana,62°20',47°15',62.3333,47.25,yes,3.06.06.07,Tabana,100.0
3,7,1,1,"south of the Sarmatic mountain until Mt. Karpatos; on the west and south by the referenced part of Germania from the Sarmatic mountain to the bend of the Danubeat Karpis, and by the part of the Danube until the fork of the Tibiskos river, which bears north; position of the fork",46°00',44°15',46.0,44.25,yes,3.07.01.08,Danubios (Einmündung des Tibiskos),100.0
3,7,1,2,"On the east by Dacia at the Tibiskos river itself, whcih turning eastward under Mt. Karpatos where the mountain ends, whence it flows",46°00',48°30',46.0,48.5,yes,3.05.06.03,Karpaten,100.0
3,7,2,1,There are the following cities among the Migratory Iazuges: Ouskenon,43°15',48°20',43.25,48.3333,yes,3.07.02.02,Uskenon (Veskenon),100.0
3,7,2,2,Bormanon,43°40',48°15',43.6667,48.25,yes,3.07.02.03,Bormanon*,100.0
3,7,2,3,Abieta,43°40',48°00',43.6667,48.0,yes,3.07.02.04,Abieta,100.0
3,7,2,4,Trisson,44°10',47°45',44.1667,47.75,yes,3.07.02.05,Trisson,100.0
3,7,2,5,Parka,43°30',47°40',43.5,47.6667,yes,3.07.02.06,Parka,100.0
3,7,2,6,Kandanon,44°00',47°20',44.0,47.3333,yes,3.07.02.07,Kandanon,100.0
3,7,2,7,Pession,44°40',47°00',44.6667,47.0,yes,3.07.02.08,Pession,100.0
3,7,2,8,Partiskon,45°00',46°40',45.0,46.6667,yes,3.07.02.09,Partiskon,100.0
3,8,1,1,"Mt. Karpatos to the limit of the return of the Tyras river already mentioned, which, as mentioned, is at",53°00',48°30',53.0,48.5,yes,3.05.17.05,Tyras (Biegung),100.0
3,8,1,2,"fork of the Tibiskos river as far as Axioupolis, from which point as far as Pontos and the river mouth the Danube is called Istros. The position of this part is the following: After the fork of the Tibiskos river the first bend to the south",47°20',44°45',47.3333,44.75,yes,3.08.02.02,Danubios (1. Biegung nach Süden),100.0
3,8,1,3,"The fork of the Rhabon river, which flows to Dacia",49°00',43°30',49.0,43.5,yes,3.08.02.03,Danubios (Einmündung des Rhabon),100.0
3,8,1,4,The fork of the Kiabros,49°30',43°45',49.5,43.75,yes,3.08.02.05,Kiabros (Einmündung in den Danubios),100.0
3,8,1,5,"At the fork of the Aloutas river, which divides Dacia, flowing to the north",50°15',44°00',50.25,44.0,yes,3.08.03.01,Alutas (Einmündung in den Danubios),100.0
3,8,1,6,The bend at Oiskos,51°00',44°00',51.0,44.0,yes,3.08.03.03,Danubios (Biegung bei Oescus),100.0
3,8,1,7,The bend at Axioupolis,54°20',45°45',54.3333,45.75,yes,3.08.03.04,Danubios (Biegung bei Axiopolis),100.0
3,8,2,1,"which point, as we have said, the Danube is also called Istros as far as the mouth. On the east by the Istros river until the bend at Dinogeteia city",53°00',46°40',53.0,46.6667,yes,3.08.04.04,Ister (Biegung bei Dinogeteia),100.0
3,8,4,1,The most notable cities in Dacia are the following: Rhoukkonion,46°30',48°10',46.5,48.1667,yes,3.08.06.02,Rhukkonion,100.0
3,8,4,2,Dokidaua,47°20',48°00',47.3333,48.0,yes,3.08.06.03,Dokirava,100.0
3,8,4,3,Porolisson,49°00',48°00',49.0,48.0,yes,3.08.06.04,Porolisson,100.0
3,8,4,4,Arkobadara,50°40',48°00',50.6667,48.0,yes,3.08.06.05,Arkobarada,100.0
3,8,4,5,Triphoulon,52°15',48°15',52.25,48.25,yes,3.08.06.06,Triphulon,100.0
3,8,4,6,Patridaua,53°00',48°10',53.0,48.1667,yes,3.08.06.07,Patridava,100.0
3,8,4,7,Karsidaua,53°20',48°15',53.3333,48.25,yes,3.08.06.08,Karsidava,100.0
3,8,4,8,Petrodaua,53°45',47°40',53.75,47.6667,yes,3.08.07.01,Petrodava,100.0
3,8,4,9,Oulpianon,47°30',47°30',47.5,47.5,yes,3.08.07.02,Ulpianon,100.0
3,8,4,10,Napouka,49°00',47°40',49.0,47.6667,yes,3.08.07.03,Napuka,100.0
3,8,4,11,Patrouissa,49°00',47°20',49.0,47.3333,yes,3.08.07.04,Patruissa,100.0
3,8,4,12,Salinai,49°15',47°10',49.25,47.1667,yes,3.08.07.05,Salinai*,100.0
3,8,4,13,Praetoria Augousta,50°30',47°00',50.5,47.0,yes,3.08.07.06,Praetoria Augusta,100.0
3,8,4,14,Sangidaua,51°30',47°30',51.5,47.5,yes,3.08.07.07,Sandava (Sangidava),100.0
3,8,4,15,Angoustia,52°15',47°15',52.25,47.25,yes,3.08.07.08,Angustia,100.0
3,8,4,16,Outidaua,53°10',47°40',53.1667,47.6667,yes,3.08.07.09,Utidava,100.0
3,8,4,17,Markodaua,49°30',47°00',49.5,47.0,yes,3.08.07.10,Markodava,100.0
3,8,4,18,Ziridaua,45°30',46°20',45.5,46.3333,yes,3.08.09.01,Zurobara,46.9
3,8,4,19,Singidaua,48°00',46°20',48.0,46.3333,yes,3.08.08.02,Singidava,100.0
3,8,4,20,Apoulon,49°15',46°40',49.25,46.6667,yes,3.08.08.03,Apulon,100.0
3,8,4,21,Germizera,49°30',46°15',49.5,46.25,yes,3.08.08.04,Zermizirga,79.0
3,8,4,22,Komidaua,51°30',46°40',51.5,46.6667,yes,3.08.08.05,Komidava,100.0
3,8,4,23,Rhamidaua,51°50',46°30',51.8333,46.5,yes,3.08.08.06,Rhamidava,100.0
3,8,4,24,Piroum,51°15',6°00',51.25,6.0,no,,,
3,8,4,25,Zousidaua,52°40',46°15',52.6667,46.25,yes,3.08.08.08,Zusidava,100.0
3,8,4,26,Polonda,53°00',47°00',53.0,47.0,yes,3.08.08.09,Paloda (Polonda),100.0
3,8,4,27,Zourobara,45°40',45°40',45.6667,45.6667,yes,3.08.09.01,Zurobara,100.0
3,8,4,28,Aizisis,46°15',45°20',46.25,45.3333,yes,3.08.09.02,Lizisis (Aizisis),100.0
3,8,4,29,Argidaua,46°30',45°15',46.5,45.25,no,3.08.09.02,Lizisis (Aizisis),42.8
3,8,4,30,Tiriskon,48°30',45°15',48.5,45.25,yes,3.08.09.04,Tiriskon,100.0
3,8,4,31,Zarmizegethousa royal seat,47°50',45°15',47.8333,45.25,yes,3.08.09.05,Sarmizegetusa Regia*,100.0
3,8,4,32,Hydata,49°30',5°00',49.5,5.0,no,,,
3,8,4,33,3°00' Netindaua,52°45',45°30',52.75,45.5,yes,3.08.09.07,Netindava,100.0
3,8,4,34,Tiason,52°00',45°30',52.0,45.5,yes,3.08.09.08,Tiason,100.0
3,8,4,35,Zeugma,46°40',44°40',46.6667,44.6667,yes,3.08.10.01,Zeugma,63.3
3,8,4,36,Tibiskon,46°40',44°50',46.6667,44.8333,yes,3.08.10.02,Tibiskon,100.0
3,8,4,37,Dierna,47°15',44°30',47.25,44.5,yes,3.08.10.03,Dierna,100.0
3,8,4,38,Akmonia,48°00',45°00',48.0,45.0,yes,3.08.10.04,Akmonia (Ekmonia),100.0
3,8,4,39,Droubetis,47°45',44°30',47.75,44.5,yes,3.08.10.05,Druphegis (Drubetis),100.0
3,8,4,40,Phrateria,49°30',44°30',49.5,44.5,yes,3.08.10.06,Frateria (Fraterna),100.0
3,8,4,41,Arkinna,49°00',44°45',49.0,44.75,yes,3.08.10.07,Arkina,100.0
3,8,4,42,Pinon,50°30',44°40',50.5,44.6667,yes,3.08.10.08,Pinon,100.0
3,8,4,43,Amoutrion,50°00',44°45',50.0,44.75,yes,3.08.10.09,Amutrion,100.0
3,8,4,44,Sornon,51°30',45°00',51.5,45.0,yes,3.08.10.10,Sornon (Surnon),100.0
3,9,1,1,fork of the Savos: river to Mt. Skardon; on the south by part of Macedonia on the line on Mt. Orbelos up to the limit point,49°00',42°20',49.0,42.3333,yes,3.09.01.06,Orbelos-Gebirge,100.0
3,9,1,2,referenced limit point to the Kiabros river at the limit point,50°00',43°00',50.0,43.0,yes,3.09.01.08,Cebrus-Quelle,100.0
3,9,1,3,also by the Kiabros river itself at Lower Moesia until the junction of the Kiabros with the Danube,49°30',43°45',49.5,43.75,yes,3.08.02.05,Kiabros (Einmündung in den Danubios),100.0
3,9,3,1,The cities toward the Danube are: Singidounon,45°30',44°30',45.5,44.5,yes,3.09.03.02,Singidunum,100.0
3,9,3,2,4th Legion Flavia Trikornion,46°00',44°10',46.0,44.1667,yes,3.09.03.04,Tricornium,74.3
3,9,3,3,"where the Moschios river branches. Viminacium, legion",46°30',4°00',46.5,4.0,no,,,
3,9,3,4,3°00' Taliatis,47°00',44°00',47.0,44.0,yes,3.09.04.01,Taliatis,100.0
3,9,3,5,Egeta,47°15',43°40',47.25,43.6667,yes,3.09.04.02,Egeta,100.0
3,9,3,6,Dortikon,48°00',43°30',48.0,43.5,yes,3.09.04.03,Dorticum,100.0
3,9,3,7,"Rhaitiaria of the Moesians, colonia",49°00',43°20',49.0,43.3333,yes,3.09.04.04,Raitiaria*,100.0
3,9,4,1,There are other cities on the far side of the Danube river: Horrea,46°45',43°30',46.75,43.5,yes,3.09.05.02,Horrea Margi,100.0
3,9,4,2,Timakon,47°30',43°00',47.5,43.0,yes,3.09.05.03,Timacum Minus,100.0
3,9,4,3,Ouendenis,48°00',42°50',48.0,42.8333,yes,3.09.06.03,Naissus,45.3
3,9,4,4,Ouellanis,49°00',42°45',49.0,42.75,yes,3.09.05.05,Velanis,100.0
3,9,4,5,of Dardania four cities: Naissos,47°20',42°30',47.3333,42.5,yes,3.09.06.03,Naissus,100.0
3,9,4,6,Arribantion,47°30',42°00',47.5,42.0,yes,3.09.06.02,Arribantium,100.0
3,9,4,7,Oulpianon,48°30',42°40',48.5,42.6667,yes,3.09.06.04,Ulpianum,100.0
3,9,4,8,Skoupoi,48°30',42°30',48.5,42.5,yes,3.09.06.05,Scupi* (Scupi),100.0
3,10,1,1,Kiabros beyond Mt. Haimos until the limit point on the Pontos,55°00',44°40',55.0,44.6667,yes,3.10.01.05,Endpunkt beim Pontus,100.0
3,10,1,2,"Kiabros river until Axioupolis, and by the Danube, here called Istros, until the mouth at the Pontos, of which the bend at Dinogeteiacity",53°00',46°40',53.0,46.6667,yes,3.08.04.04,Ister (Biegung bei Dinogeteia),100.0
3,10,2,1,The order of the mouths is as follows: The first division of the mouths at Noviodounon city,54°50',46°30',54.8333,46.5,yes,3.10.02.02,Ister (1. Teilung bei Noviodunum),100.0
3,10,2,2,There the southernmost part includes the island called Peuke,55°20',46°30',55.3333,46.5,yes,3.10.02.03,Insel Peuce,100.0
3,10,2,3,It flows out into Pontos by the mouth called Hieron (Sacred) or Peuke,56°00',46°15',56.0,46.25,yes,3.10.02.05,Heilige Mündung,100.0
3,10,2,4,The northernmost divides again,55°00',46°45',55.0,46.75,yes,3.10.03.01,Ister (Teilung des nördlichsten Armes),100.0
3,10,2,5,the northernmost of this division divides again,55°30',47°00',55.5,47.0,yes,3.10.03.02,Ister (Teilung des nördlicheren Armes aus dieser Aufteilung),100.0
3,10,2,6,the more southerly of this division stops a little before the outflow into Pontos; the more northerly makes a lake called Thiagola,55°40',47°15',55.6667,47.25,yes,3.10.04.02,Nördlichere Thiagola (See) (Nördlichere Thiagos (See)),100.0
3,10,2,7,It flows out into Pontos by the mouth called Thiagola or Psilon,56°15',47°00',56.25,47.0,yes,3.10.04.03,Psilon bzw. Thiagola (Mündung) (Thiagos (Mündung)),100.0
3,10,2,8,The more southerly of the second division also splits,55°20',46°45',55.3333,46.75,yes,3.10.05.01,Ister (Teilung des südlicheren Armes aus 2. Aufteilung),100.0
3,10,2,9,"the more northerly of this division flows into Pontos by the mouth called Boreios, located",56°20',6°50',56.3333,6.8333,no,,,
3,10,2,10,The more southerly also divides,55°40',46°30',55.6667,46.5,yes,3.10.05.04,Ister (Teilung),100.0
3,10,2,11,the mor southerly of this division flows into Pontos by the mouth called Narakion,56°10',6°20',56.1667,6.3333,no,,,
3,10,2,12,The more northerly also divides,56°00',46°40',56.0,46.6667,yes,3.10.06.01,Ister (Teilung),100.0
3,10,2,13,the more northerly part of this division flows out by the mouth called Pseudostomon,56°15',46°40',56.25,46.6667,yes,3.10.06.02,Pseudostomon (Mündung) (Pseudostomion (Mündung)),100.0
3,10,2,14,The more southerly flows out by the mouth called Kalon,56°15',46°30',56.25,46.5,yes,3.10.06.03,Schöne Mündung,100.0
3,10,3,1,The eastern side of Moesia is bound by the coast following the mouths of Pontos as far as the limit point toward Thrace,55°00',44°40',55.0,44.6667,yes,3.10.01.05,Endpunkt beim Pontus,100.0
3,10,3,2,"Sacred mouth of the Istros river, Pteron promontory",56°20',6°00',56.3333,6.0,no,,,
3,10,3,3,Istros city,55°40',6°00',55.6667,6.0,no,,,
3,10,3,4,Tomoi,55°00',45°50',55.0,45.8333,yes,3.10.08.05,Tomi,100.0
3,10,3,5,Kallatis,54°40',45°30',54.6667,45.5,yes,3.10.08.06,Callatis,100.0
3,10,3,6,Dionysopolis,54°20',45°15',54.3333,45.25,yes,3.10.08.07,Dionysopolis,100.0
3,10,3,7,Tiristis promontory,55°00',45°10',55.0,45.1667,yes,3.10.08.08,Kap Tiristis,100.0
3,10,3,8,Odessos,54°50',45°00',54.8333,45.0,yes,3.10.08.09,Odessus*,100.0
3,10,3,9,Panysos river mouth,54°45',44°50',54.75,44.8333,yes,3.10.08.10,Panysus-Mündung,84.6
3,10,3,10,Mesembria,55°00',44°40',55.0,44.6667,yes,3.10.01.05,Endpunkt beim Pontus,100.0
3,10,5,1,The following cities are along the Danube river: Rhegianon,50°00',43°40',50.0,43.6667,yes,3.10.10.02,Regianum,100.0
3,10,5,2,Oiskos of the Triballoi,51°00',44°00',51.0,44.0,yes,3.08.03.03,Danubios (Biegung bei Oescus),100.0
3,10,5,3,Diakon,51°20',44°20',51.3333,44.3333,yes,3.10.10.05,Diacum,100.0
3,10,5,4,Novai,52°00',44°40',52.0,44.6667,yes,3.10.10.06,Novae bzw. Legio I Italica,100.0
3,10,5,5,Trimammion,52°20',44°50',52.3333,44.8333,yes,3.10.10.07,Trimammium,100.0
3,10,5,6,Priste city,52°40',45°10',52.6667,45.1667,yes,3.10.10.08,Sexanta Prista,100.0
3,10,5,7,"Durostorum, legion",53°15',45°15',53.25,45.25,yes,3.10.10.09,Durostorum bzw. Legio XI,100.0
3,10,5,8,First Legion Italica Tramariska,53°30',45°30',53.5,45.5,yes,3.10.11.01,Tromarisca,100.0
3,10,5,9,Sucidava,54°00',45°40',54.0,45.6667,yes,3.10.11.02,Sucidava,100.0
3,10,5,10,Axioupolis,54°20',45°45',54.3333,45.75,yes,3.08.03.04,Danubios (Biegung bei Axiopolis),100.0
3,10,5,11,Karsoum,54°10',45°50',54.1667,45.8333,yes,3.10.11.04,Carsium,74.9
3,10,5,12,Troismis,54°00',46°20',54.0,46.3333,yes,3.10.11.05,Troesmis (Legio V Macedonica),76.0
3,10,5,13,5th Legion Macedonica Dinogeteia,53°10',46°40',53.1667,46.6667,yes,3.10.11.06,Dinogetia,100.0
3,10,5,14,Nouiodounon,54°40',46°30',54.6667,46.5,yes,3.10.11.07,Noviodunum,100.0
3,10,5,15,Sitioenta,55°00',46°30',55.0,46.5,yes,3.10.11.09,Sitioeuta (Sitioeita),100.0
3,10,6,1,These cities are between the river [branches]; Daousdaua,53°00',44°40',53.0,44.6667,yes,3.10.12.01,Dausdava,100.0
3,10,6,2,Tibiska,55°00',46°20',55.0,46.3333,yes,3.10.12.02,Tibisca,100.0
3,10,7,1,"northernmost mouth of the Istros until the mouth of the Borysthenes river and the hinterland as far as the Hierasos river, while the Britolagai have the part beyond the Peukinoi. The shore is as follows: after the mouth of the Borysthenes",57°30',48°30',57.5,48.5,yes,3.05.07.01,Borysthenes-Mündung,100.0
3,10,7,2,Axiakos river mouth,57°00',48°00',57.0,48.0,yes,3.10.14.02,Axiakes-Mündung,100.0
3,10,7,3,Physke city,56°40',47°40',56.6667,47.6667,yes,3.10.14.03,Physke,75.6
3,10,7,4,Tyras river mouth,56°20',47°40',56.3333,47.6667,yes,3.10.14.04,Tyras-Mündung,100.0
3,10,7,5,Hermonaktos village,56°15',47°30',56.25,47.5,yes,3.10.14.05,Dorf des Hermonax,100.0
3,10,7,6,Arpis city,56°00',47°15',56.0,47.25,yes,3.10.14.06,Harpis,100.0
3,10,8,1,"The inland cities on that side are, along the Hierasos river, Zargidaua",54°40',47°45',54.6667,47.75,yes,3.10.15.02,Zargidava,58.3
3,10,8,2,Tamasidaua,54°20',47°30',54.3333,47.5,yes,3.10.15.03,Tamasidava,58.8
3,10,8,3,Piroboridaua,54°00',47°00',54.0,47.0,yes,3.10.15.04,Piroboridava (Proboridava),77.9
3,10,8,4,"Between the Hierasos and the Tyras river, Nikonion",56°20',48°10',56.3333,48.1667,yes,3.10.16.02,Niconium (Niconia),100.0
3,10,8,5,Ophioussa,56°00',48°00',56.0,48.0,yes,3.10.16.03,Ophiussa,100.0
3,10,8,6,Tyras city,56°00',47°40',56.0,47.6667,yes,3.10.14.03,Physke,100.0
3,10,9,1,Islands lying off Lower Moesia in the referenced part of Pontos are the so-called Borysthenes island,57°15',47°40',57.25,47.6667,yes,3.10.17.03,Borysthenis,100.0
3,10,9,2,Achilleos or Leuke island,57°30',47°40',57.5,47.6667,yes,3.10.17.04,Achilles-Insel,100.0
3,11,1,1,Mt. Orbelos to the limit point,49°00',41°45',49.0,41.75,yes,3.11.01.06,Grenzpunkt Thrakiens am Orbelos-Gebirge,100.0
3,11,2,1,Nestos river mouth,51°45',41°45',51.75,41.75,yes,3.11.02.01,Nessos-Mündung,100.0
3,11,2,2,Abdera,52°10',41°45',52.1667,41.75,yes,3.11.02.02,Abdera,100.0
3,11,2,3,Maroneia,52°40',41°40',52.6667,41.6667,yes,3.11.02.03,Maroneia,100.0
3,11,2,4,Hebros river mouth,53°00',41°30',53.0,41.5,yes,3.11.02.04,Hebros-Mündung,100.0
3,11,2,5,Ainos city,53°10',41°30',53.1667,41.5,yes,3.11.02.05,Ainos*,100.0
3,11,2,6,in the Melas gulf the Melas river mouth,53°30',41°30',53.5,41.5,yes,3.11.02.08,Mündung des Schwarzen Flusses,100.0
3,11,2,7,the border of the Chersonesos on the Melasgulf,53°50',41°30',53.8333,41.5,yes,3.11.02.09,Grenzpunkt  der Thrakischen Chersones am Schwarzen Golf,100.0
